OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
I may nat ete na moore than a mayde.,I may nat ete na more than a maide.”,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3707,,10,10,I may nat ete na moore than a mayde,I may nat ete na more than a maide,u S u Sx u Su S u Sx,u S u Sx u Su S u Sx,ich@pron%nom mouen@v3%pr_1 not@adv eten@v%inf no@gram_adj more@n3 than@conj a@indef_art maide@n,ich@pron%nom mouen@v3%pr_1 not@adv eten@v%inf no@gram_adj more@n3 than@conj a@indef_art maide@n,green
"Go fro the wyndow, Jakke fool,"""" she sayde;","¶“Go fro the window, Jakke fool,” she saide",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3708,,10,10,Go fro the wyndow Jakke fool she sayde,Go fro the window Jakke fool she saide,u S u Su Su S u Sx,u S u Su Su S u Sx,gon@v%imp from@prep the@def_art windoue@n jakke@n4#propn_adj fol@n she@pron%nom seien@v1%pt_3,gon@v%imp from@prep the@def_art windoue@n jakke@n4#propn_adj fol@n she@pron%nom seien@v1%pt_3,green
"As help me God, it wol nat be `com pa me.'","“As help me God, it wol nat be ‘com pa me,’°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3709,,10,10,As help me God it wol nat be com pa me,As help me God it wol nat be com pa me,u S x u S u S u S u S,u S x u S u S u S u S,as@conj helpen@v%pr_3 me@pron2%obj god@n1#propn hit@pron willen@v%pr_3 not@adv ben@v%inf comen@v%imp ba@v%inf me@pron2%obj,as@conj helpen@v%pr_3 me@pron2%obj god@n1#propn hit@pron willen@v%pr_3 not@adv ben@v%inf comen@v%imp ba@v%inf me@pron2%obj,green
I love another -- and elles I were to blame --,"I love another, and els° I were to blame",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3710,,10,10,I love another and elles I were to blame,I love another and els I were to blame,u Sx uSu S ux S xx u Sx,u Sx uSu S u S xx u Sx,ich@pron%nom loven@v1%pr_1 another@pron --@dash and@conj elles@adv ich@pron%nom ben@v%pt_1 to@part blamen@v%inf --@dash,ich@pron%nom loven@v1%pr_1 another@pron --@dash and@conj elles@adv ich@pron%nom ben@v%pt_1 to@part blamen@v%inf --@dash,green
"Wel bet than thee, by Jhesu, Absolon.","Wel bet° than thee, by Jhesu, Absolon!",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3711,,10,10,Wel bet than thee by Jhesu Absolon,Wel bet than thee by Jhesu Absolon,u S u S u Su SuS,u S u S u Su SuS,wel@adv bet@adv%comp than@conj the@pron2%obj bi@prep jesu@n1#propn absolon@n1#propn,wel@adv bet@adv%comp than@conj the@pron2%obj bi@prep jesu@n1#propn absolon@n1#propn,green
"Go forth thy wey, or I wol caste a ston","Go forth thy wey, or I wol caste a ston",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3712,,10,10,Go forth thy wey or I wol caste a ston,Go forth thy wey or I wol caste a ston,u S u S u S u Sx u S,u S u S u S u Sx u S,gon@v%imp forth@adv thin@pron%gen wei@n or@conj ich@pron%nom willen@v%pr_1 casten@v%inf a@indef_art ston@n,gon@v%imp forth@adv thin@pron%gen wei@n or@conj ich@pron%nom willen@v%pr_1 casten@v%inf a@indef_art ston@n,green
"And lat me slepe, a twenty devel wey!","And lat me slepe, a twenty devel wey!”",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3713,,10,10,And lat me slepe a twenty devel wey,And lat me slepe a twenty devel wey,u S u Sx u Su Su S,u S u Sx u Su Su S,and@conj leten@v%imp me@pron2%obj slepen@v%inf o@prep2 twenti@num_adj devel@n#adj wei@n,and@conj leten@v%imp me@pron2%obj slepen@v%inf o@prep2 twenti@num_adj devel@n#adj wei@n,green
"Allas,"""" quod Absolon, """"and weylawey","¶“Allas,” quod Absolon, “and weilawey!",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3714,,10,10,Allas quod Absolon and weylawey,Allas quod Absolon and weilawey,uS u SuS u SuS,uS u SuS u SuS,alas@interj quethen@v%pt_3 absolon@n1#propn and@conj weilawai@interj,alas@interj quethen@v%pt_3 absolon@n1#propn and@conj weilawai@interj,green
That trewe love was evere so yvel biset!,That trewe love was ever so ivel biset!°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3715,,10,10,That trewe love was evere so yvel biset,That trewe love was ever so ivel biset,u Sx ux S uSx u S uS,u Sx ux S uS x uS uS,that@conj treu@adj love@n1 ben@v%pt_3 ever@adv so@adv ivele@adv bisetten@v%ppl,that@conj treu@adj love@n1 ben@v%pt_3 ever@adv so@adv ivele@adv bisetten@v%ppl,green
"Thanne kysse me, syn it may be no bet","Than kisse me, sin it may be no bet",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3716,,10,10,Thanne kysse me syn it may be no bet,Than kisse me sin it may be no bet,ux Su S u S u S u S,u Su S u S u S u S,thanne@adv kissen@v%imp me@pron2%obj sin@conj hit@pron mouen@v3%pr_3 ben@v%inf no@adv bet@adj%comp,thanne@adv kissen@v%imp me@pron2%obj sin@conj hit@pron mouen@v3%pr_3 ben@v%inf no@adv bet@adj%comp,green
"For Jhesus love, and for the love of me.",For Jesus love and for the love of me.”,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3717,DIFF,10,10,For Jhesus love and for the love of me,For Jesus love and for the love of me,u Su Sx u S u Sx u S,u Su Sx u S u Sx u S,for@prep  love@n1 and@conj for@prep the@def_art love@n1 of@prep me@pron2%obj,for@prep  love@n1 and@conj for@prep the@def_art love@n1 of@prep me@pron2%obj,
"Wiltow thanne go thy wey therwith?"""" quod she.",¶“Wiltow than go thy wey therwith?” quod she.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3718,,10,10,Wiltow thanne go thy wey therwith quod she,Wiltow than go thy wey therwith quod she,uS ux S u S uS u S,uS u S u S uS u S,willen@v%pr_2_pron thanne@adv gon@v%inf thin@pron%gen wei@n ther-with@adv quethen@v%pt_3 she@pron%nom,willen@v%pr_2_pron thanne@adv gon@v%inf thin@pron%gen wei@n ther-with@adv quethen@v%pt_3 she@pron%nom,green
"Ye, certes, lemman,"""" quod this Absolon.","¶“Ye, certes, lemman,” quod this Absolon.",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3719,,10,10,Ye certes lemman quod this Absolon,Ye certes lemman quod this Absolon,u Su Su S u SuS,u Su Su S u SuS,ye@adv certes@adv lemman@n quethen@v%pt_3 this@gram_adj absolon@n1#propn,ye@adv certes@adv lemman@n quethen@v%pt_3 this@gram_adj absolon@n1#propn,green
"Thanne make thee redy,"""" quod she, """"I come anon.","¶“Than make thee redy,” quod she, “I come anon”;°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3720,,10,10,Thanne make thee redy quod she I come anon,Than make thee redy quod she I come anon,ux Sx u Su S x u Sx uS,u Sx u Su S x u Sx uS,thanne@adv maken@v1%imp the@pron2%obj redi@adj3 quethen@v%pt_3 she@pron%nom ich@pron%nom comen@v%pr_1 an-on@adv,thanne@adv maken@v1%imp the@pron2%obj redi@adj3 quethen@v%pt_3 she@pron%nom ich@pron%nom comen@v%pr_1 an-on@adv,green
And unto Nicholas she seyde stille,And unto Nicholas she seide stille,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3721,,10,10,And unto Nicholas she seyde stille,And unto Nicholas she seide stille,u Su SuS u Su Sx,u Su SuS u Su Sx,and@conj unto@prep nicholas@n1#propn she@pron%nom seien@v1%pt_3 stille@adv,and@conj unto@prep nicholas@n1#propn she@pron%nom seien@v1%pt_3 stille@adv,green
"Now hust, and thou shalt laughen al thy fille.","“Now hust,° and thou shalt laughen al thy fille.”",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3722,,10,10,Now hust and thou shalt laughen al thy fille,Now hust and thou shalt laughen al thy fille,u S u S u Su S u Sx,u S u S u Su S u Sx,nou@adv hust@adj#interj and@conj thou@pron%nom shulen@v1%pr_2 laughen@v%inf al@gram_adj thin@pron%gen fille@n1,nou@adv hust@adj#interj and@conj thou@pron%nom shulen@v1%pr_2 laughen@v%inf al@gram_adj thin@pron%gen fille@n1,green
This Absolon doun sette hym on his knees,¶This Absolon doun sette him on his knees,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3723,,10,10,This Absolon doun sette hym on his knees,This Absolon doun sette him on his knees,u SuS u Sx u S u S,u SuS u Sx u S u S,this@gram_adj absolon@n1#propn doun@adv setten@v%pt_3 him@pron%obj on@prep his@pron1%gen kne@n%pl,this@gram_adj absolon@n1#propn doun@adv setten@v%pt_3 him@pron%obj on@prep his@pron1%gen kne@n%pl,green
"And seyde, """"I am a lord at alle degrees;","And seide, “I am a lord at alle degrees;°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3724,,10,10,And seyde I am a lord at alle degrees,And seide I am a lord at alle degrees,u Sx u S u S u Sx uS,u Sx u S u S u Sx uS,and@conj seien@v1%pt_3 ich@pron%nom ben@v%pr_1 a@indef_art lord@n at@prep al@gram_adj degre@n%pl,and@conj seien@v1%pt_3 ich@pron%nom ben@v%pr_1 a@indef_art lord@n at@prep al@gram_adj degre@n%pl,green
For after this I hope ther cometh moore.,For after this I hope ther cometh more!,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3725,,10,10,For after this I hope ther cometh moore,For after this I hope ther cometh more,u Su S u Sx u Su Sx,u Su S u Sx u Su Sx,for@conj after@prep this@pron ich@pron%nom hopen@v1%pr_1 ther@adv comen@v%pr_3 more@n3,for@conj after@prep this@pron ich@pron%nom hopen@v1%pr_1 ther@adv comen@v%pr_3 more@n3,green
"Lemman, thy grace, and sweete bryd, thyn oore!","Lemman, thy grace, and swete brid, thin ore!”°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3726,,10,10,Lemman thy grace and sweete bryd thyn oore,Lemman thy grace and swete brid thin ore,uS u Sx u Su S u Sx,uS u Sx u Su S u Sx,lemman@n thin@pron%gen grace@n and@conj swete@adj brid@n thin@pron%gen ore@n2,lemman@n thin@pron%gen grace@n and@conj swete@adj brid@n thin@pron%gen ore@n2,green
"The wyndow she undoth, and that in haste.","¶The window she undoth, and that in haste",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3727,,10,10,The wyndow she undoth and that in haste,The window she undoth and that in haste,u Su S uS u S u Sx,u Su S uS u S u Sx,the@def_art windoue@n she@pron%nom undon@v%pr_3 and@conj that@pron in@prep haste@n,the@def_art windoue@n she@pron%nom undon@v%pr_3 and@conj that@pron in@prep haste@n,green
"Have do,"""" quod she, """"com of, and speed the faste","“Have do,” quod she, “com of,° and speed thee faste",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3728,,10,10,Have do quod she com of and speed the faste,Have do quod she com of and speed thee faste,ux S u S u S u S u Sx,ux S u S u S u S u Sx,haven@v%imp don@v1%ppl quethen@v%pt_3 she@pron%nom comen@v%imp of@adv and@conj speden@v%imp the@pron2%obj faste@adv,haven@v%imp don@v1%ppl quethen@v%pt_3 she@pron%nom comen@v%imp of@adv and@conj speden@v%imp the@pron2%obj faste@adv,green
Lest that oure neighebores thee espie.,Lest that our neighebores thee espie.”,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3729,,10,10,Lest that oure neighebores thee espie,Lest that our neighebores thee espie,u S ux SuSu S uS,u S u SuSu S uS,leste@conj that@part oure@pron%pl_gen neighebor@n%pl the@pron2%obj aspien@v%pr_pl,leste@conj that@part oure@pron%pl_gen neighebor@n%pl the@pron2%obj aspien@v%pr_pl,green
This Absolon gan wype his mouth ful drie.,¶This Absolon gan wipe his mouth ful drie;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3730,,10,10,This Absolon gan wype his mouth ful drie,This Absolon gan wipe his mouth ful drie,u SuS u Sx u S u S,u SuS u Sx u S u S,this@gram_adj absolon@n1#propn ginnen@v%pt_3 wipen@v%inf his@pron1%gen mouth@n ful@adv drie@adj1,this@gram_adj absolon@n1#propn ginnen@v%pt_3 wipen@v%inf his@pron1%gen mouth@n ful@adv drie@adj1,green
"Derk was the nyght as pich, or as the cole","Derk was the night as pich, or as the cole",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3731,,10,10,Derk was the nyght as pich or as the cole,Derk was the night as pich or as the cole,u S u S u S u S u Sx,u S u S u S u S u Sx,derk@adj ben@v%pt_3 the@def_art night@n as@conj piche@n1 or@conj as@conj the@def_art col@n2,derk@adj ben@v%pt_3 the@def_art night@n as@conj piche@n1 or@conj as@conj the@def_art col@n2,green
And at the wyndow out she putte hir hole,And at the window out she putte hir hole,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3732,,10,10,And at the wyndow out she putte hir hole,And at the window out she putte hir hole,u S u Su S u Sx u Sx,u S u Su S u Sx u Sx,and@conj at@prep the@def_art windoue@n oute@adv she@pron%nom putten@v%pt_3 hire@pron1%fem_gen hole@n2,and@conj at@prep the@def_art windoue@n oute@adv she@pron%nom putten@v%pt_3 hire@pron1%fem_gen hole@n2,green
"And Absolon, hym fil no bet ne wers","And Absolon, him fil no bet ne wers,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3733,,10,10,And Absolon hym fil no bet ne wers,And Absolon him fil no bet ne wers,u SuS u S u S u S,u SuS u S u S u S,and@conj absolon@n1#propn him@pron%obj fallen@v%pt_3 no@conj1 bet@adj&advas_n%comp ne@conj1 werse@adj%comp,and@conj absolon@n1#propn him@pron%obj fallen@v%pt_3 no@conj1 bet@adj&advas_n%comp ne@conj1 werse@adj%comp,green
But with his mouth he kiste hir naked ers,But with his mouth he kiste hir naked ers,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3734,,10,10,But with his mouth he kiste hir naked ers,But with his mouth he kiste hir naked ers,u S u S u Sx u Su S,u S u S u Sx u Su S,but@conj with@prep his@pron1%gen mouth@n he@pron1%nom kissen@v%pt_3 hire@pron1%fem_gen naked@adj ars@n,but@conj with@prep his@pron1%gen mouth@n he@pron1%nom kissen@v%pt_3 hire@pron1%fem_gen naked@adj ars@n,green
"Ful savourly, er he were war of this.","Ful savourly,° er he was war of this.",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3735,DIFF,10,10,Ful savourly er he were war of this,Ful savourly er he was war of this,u SuS u S ux S u S,u SuS u S u S u S,ful@adv savourli@adv er@conj1 he@pron1%nom  ben@v%pt_3 of@prep this@pron,ful@adv savourli@adv er@conj1 he@pron1%nom  ben@v%pt_3 of@prep this@pron,
"Abak he stirte, and thoughte it was amys","Abak he sterte,° and thoghte it was amis",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3736,,10,10,Abak he stirte and thoughte it was amys,Abak he sterte and thoghte it was amis,uS u Sx u Sx u S uS,uS u Sx u Sx u S uS,abak@adv he@pron1%nom sterten@v%pt_3 and@conj thinken@v2%pt_3 hit@pron ben@v%pt_3 amis@adj,abak@adv he@pron1%nom sterten@v%pt_3 and@conj thinken@v2%pt_3 hit@pron ben@v%pt_3 amis@adj,green
For wel he wiste a womman hath no berd.,For wel he wiste° a womman hath no berd;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3737,,10,10,For wel he wiste a womman hath no berd,For wel he wiste a womman hath no berd,u S u Sx u Su S u S,u S u Sx u Su S u S,for@conj wel@adv he@pron1%nom witen@v1%pt_3 a@indef_art womman@n haven@v%pr_3 no@gram_adj berd@n1,for@conj wel@adv he@pron1%nom witen@v1%pt_3 a@indef_art womman@n haven@v%pr_3 no@gram_adj berd@n1,green
He felte a thyng al rough and long yherd,"He felte a thing al rough and long yherd,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3738,,10,10,He felte a thyng al rough and long yherd,He felte a thing al rough and long yherd,u Sx u S u S u S uS,u Sx u S u S u S uS,he@pron1%nom felen@v1%pt_3 a@indef_art thing@n al@adv roughe@adj and@conj longe@adv ihered@ppl#adj,he@pron1%nom felen@v1%pt_3 a@indef_art thing@n al@adv roughe@adj and@conj longe@adv ihered@ppl#adj,green
"And seyde, """"Fy! allas! what have I do?","And seide, “Fy! allas! what have I do?”",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3739,,10,10,And seyde Fy allas what have I do,And seide Fy allas what have I do,u Su S uS u Sx u S,u Su S uS u Sx u S,and@conj seien@v1%pt_3 fi@interj alas@interj what@pron haven@v%pr_1 ich@pron%nom don@v1%ppl,and@conj seien@v1%pt_3 fi@interj alas@interj what@pron haven@v%pr_1 ich@pron%nom don@v1%ppl,green
"Tehee!"""" quod she, and clapte the wyndow to","¶“Tehee!” quod she, and clapt the window to;",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3740,,10,10,Tehee quod she and clapte the wyndow to,Tehee quod she and clapt the window to,uS u S u Sx u Su S,uS u S u S u Su S,te_he@interj quethen@v%pt_3 she@pron%nom and@conj clappen@v%pt_3 the@def_art windoue@n to@adv1,te_he@interj quethen@v%pt_3 she@pron%nom and@conj clappen@v%pt_3 the@def_art windoue@n to@adv1,green
And Absolon gooth forth a sory pas.,And Absolon goth forth a sory pas.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3741,,10,10,And Absolon gooth forth a sory pas,And Absolon goth forth a sory pas,u SuS u S u Su S,u SuS u S u Su S,and@conj absolon@n1#propn gon@v%pr_3 forth@adv a@indef_art sori@adj pase@n1,and@conj absolon@n1#propn gon@v%pr_3 forth@adv a@indef_art sori@adj pase@n1,green
"A berd! A berd!"""" quod hende Nicholas","¶“A berd, a berd!” quod hende Nicholas",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3742,,10,10,A berd A berd quod hende Nicholas,A berd a berd quod hende Nicholas,u S u S u Su SuS,u S u S u Su SuS,a@indef_art berd@n1 a@indef_art berd@n1 quethen@v%pt_3 hende@adj nicholas@n1#propn,a@indef_art berd@n1 a@indef_art berd@n1 quethen@v%pt_3 hende@adj nicholas@n1#propn,green
"By Goddes corpus, this goth faire and weel.","“By Goddes corpus,° this goth faire and weel!”",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3743,,10,10,By Goddes corpus this goth faire and weel,By Goddes corpus this goth faire and weel,u Su Su S u Sx u S,u Su Su S u Sx u S,bi@prep god@n1#propn%gen cors@n this@pron gon@v%pr_3 faire@adv and@conj wel@adv,bi@prep god@n1#propn%gen cors@n this@pron gon@v%pr_3 faire@adv and@conj wel@adv,green
This sely Absolon herde every deel,"¶This sely° Absolon herde every deel,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3744,,10,10,This sely Absolon herde every deel,This sely Absolon herde every deel,u Su SuS ux Sxu S,u Su SuS ux Sxu S,this@gram_adj seli@adj absolon@n1#propn heren@v%pt_3 everi@pron_gram_adj del@n2,this@gram_adj seli@adj absolon@n1#propn heren@v%pt_3 everi@pron_gram_adj del@n2,green
And on his lippe he gan for anger byte,And on his lippe he gan for anger bite;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3745,,10,10,And on his lippe he gan for anger byte,And on his lippe he gan for anger bite,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,and@conj on@prep his@pron1%gen lippe@n1 he@pron1%nom ginnen@v%pt_3 for@prep anger@n biten@v1%inf,and@conj on@prep his@pron1%gen lippe@n1 he@pron1%nom ginnen@v%pt_3 for@prep anger@n biten@v1%inf,green
"And to hymself he seyde, """"I shal thee quyte.","And to himself he seide, “I shal thee quite!”°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3746,,10,10,And to hymself he seyde I shal thee quyte,And to himself he seide I shal thee quite,u S uS u Sx u S u Sx,u S uS u Sx u S u Sx,and@conj to@prep him-self@pron he@pron1%nom seien@v1%pt_3 ich@pron%nom shulen@v1%pr_1 the@pron2%obj quiten@v%inf,and@conj to@prep him-self@pron he@pron1%nom seien@v1%pt_3 ich@pron%nom shulen@v1%pr_1 the@pron2%obj quiten@v%inf,green
"Who rubbeth now, who froteth now his lippes","¶Who rubbeth now, who froteth° now his lippes",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3747,,10,10,Who rubbeth now who froteth now his lippes,Who rubbeth now who froteth now his lippes,u Su S u Su S u Sx,u Su S u Su S u Sx,who@pron%nom rubben@v%pr_3 nou@adv who@pron%nom froten@v%pr_3 nou@adv his@pron1%gen lippe@n1%pl,who@pron%nom rubben@v%pr_3 nou@adv who@pron%nom froten@v%pr_3 nou@adv his@pron1%gen lippe@n1%pl,green
"With dust, with sond, with straw, with clooth, with chippes","With dust, with sond,° with straw, with clooth, with chippes,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3748,,10,10,With dust with sond with straw with clooth with chippes,With dust with sond with straw with clooth with chippes,u S u S u S u S u Sx,u S u S u S u S u Sx,with@prep dust@n with@prep sand@n with@prep strau@n with@prep cloth@n with@prep chippe@n%pl,with@prep dust@n with@prep sand@n with@prep strau@n with@prep cloth@n with@prep chippe@n%pl,green
"But Absolon, that seith ful ofte, """"Allas!","But Absolon, that seith ful ofte, “Allas!",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3749,,10,10,But Absolon that seith ful ofte Allas,But Absolon that seith ful ofte Allas,u SuS u S u Sx uS,u SuS u S u Sx uS,but@conj absolon@n1#propn that@pron seien@v1%pr_3 ful@adv ofte@adv alas@interj,but@conj absolon@n1#propn that@pron seien@v1%pr_3 ful@adv ofte@adv alas@interj,green
My soule bitake I unto Sathanas,My soul bitake° I unto Sathanas,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3750,,10,10,My soule bitake I unto Sathanas,My soul bitake I unto Sathanas,u Sx uSx u Su SuS,u S uSx u Su SuS,min@pron%gen soule@n bitaken@v%pr_1 ich@pron%nom unto@prep satanas@n#propn,min@pron%gen soule@n bitaken@v%pr_1 ich@pron%nom unto@prep satanas@n#propn,green
"But me were levere than al this toun,"""" quod he","But me wer lever than° al this toun,” quod he",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3751,,10,10,But me were levere than al this toun quod he,But me wer lever than al this toun quod he,u x Sx uSx u S u S u S,u x S uS u S u S u S,but@conj me@pron2%obj ben@v%pt_3 lef@adj%comp than@conj al@gram_adj this@gram_adj toun@n quethen@v%pt_3 he@pron1%nom,but@conj me@pron2%obj ben@v%pt_3 lef@adj%comp than@conj al@gram_adj this@gram_adj toun@n quethen@v%pt_3 he@pron1%nom,green
Of this despit awroken for to be.,“Of this despit° awroken° for to be!,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3752,,10,10,Of this despit awroken for to be,Of this despit awroken for to be,u S uS uSu S u S,u S uS uSu S u S,of@prep this@gram_adj despit@n awreken@v%ppl for@prep#adv to@part ben@v%inf,of@prep this@gram_adj despit@n awreken@v%ppl for@prep#adv to@part ben@v%inf,green
"Allas,"""" quod he, """"allas, I ne hadde ybleynt!","Allas!” quod he, “allas! I nadde ybleint!”°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3753,DIFF,0,10,Allas quod he allas I ne hadde ybleynt,Allas quod he allas I nadde ybleint,       ,uS u S uS u Sx uS,alas@interj quethen@v%pt_3 he@pron1%nom alas@interj ich@pron%nom  blenchen@v%ppl,alas@interj quethen@v%pt_3 he@pron1%nom alas@interj ich@pron%nom  blenchen@v%ppl,
His hoote love was coold and al yqueynt;,His hote love was cold and al yqueint;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3754,,10,10,His hoote love was coold and al yqueynt,His hote love was cold and al yqueint,u Su Sx u S u S uS,u Su Sx u S u S uS,his@pron1%gen hot@adj love@n1 ben@v%pt_3 cold@adj and@conj al@adv quenchen@v%ppl,his@pron1%gen hot@adj love@n1 ben@v%pt_3 cold@adj and@conj al@adv quenchen@v%ppl,green
For fro that tyme that he hadde kist hir ers,For fro that time that he had kiste hir ers,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3755,,10,10,For fro that tyme that he hadde kist hir ers,For fro that time that he had kiste hir ers,u S u Sx u S ux S u S,u S u Sx u S u Sx u S,for@conj from@prep that@art&gram_adj time@n that@pron he@pron1%nom haven@v%pt_3 kissen@v%ppl hire@pron1%fem_gen ars@n,for@conj from@prep that@art&gram_adj time@n that@pron he@pron1%nom haven@v%pt_3 kissen@v%ppl hire@pron1%fem_gen ars@n,green
Of paramours he sette nat a kers,"Of paramours° he sette nat a kers,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3756,,10,10,Of paramours he sette nat a kers,Of paramours he sette nat a kers,u SuS u Su S u S,u SuS u Su S u S,of@prep paramoure@n%pl he@pron1%nom setten@v%pt_3 not@adv a@indef_art cresse@n,of@prep paramoure@n%pl he@pron1%nom setten@v%pt_3 not@adv a@indef_art cresse@n,green
