headword,word,tag,line_number,filename,context,text_type,reason
haven,hadde,v%pt_3,The General Prologue 317,data/riverside_cats/GP_riv.cat,Of fees and robes hadde he many oon,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 323,data/riverside_cats/GP_riv.cat,In termes hadde he caas and doomes alle,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 349,data/riverside_cats/GP_riv.cat,Ful many a fat partrich hadde he in muwe,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 359,data/riverside_cats/GP_riv.cat,A shirreve hadde he been and a contour,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 386,data/riverside_cats/GP_riv.cat,That on his shyne a mormal hadde he,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 392,data/riverside_cats/GP_riv.cat,A daggere hangynge on a laas hadde he,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 399,data/riverside_cats/GP_riv.cat,If that he faught and hadde the hyer hond,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 425,data/riverside_cats/GP_riv.cat,Ful redy hadde he his apothecaries,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 447,data/riverside_cats/GP_riv.cat,Of cloothmakyng she hadde swich an haunt,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 463,data/riverside_cats/GP_riv.cat,And thries hadde she been at Jerusalem,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 464,data/riverside_cats/GP_riv.cat,She hadde passed many a straunge strem,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 465,data/riverside_cats/GP_riv.cat,At Rome she hadde been and at Boloigne,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
rusten,ruste,v%pr_3,The General Prologue 500,data/riverside_cats/GP_riv.cat,That if gold ruste what shal iren do,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,The General Prologue 500,data/riverside_cats/GP_riv.cat,That if gold ruste what shal iren do,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The General Prologue 530,data/riverside_cats/GP_riv.cat,That hadde ylad of dong ful many a fother,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
paien,payde,v%pt_3,The General Prologue 539,data/riverside_cats/GP_riv.cat,His tithes payde he ful faire and wel,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hade,v%pt_3,The General Prologue 554,data/riverside_cats/GP_riv.cat,Upon the cop right of his nose he hade,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 576,data/riverside_cats/GP_riv.cat,Of maistres hadde he mo than thries ten,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hade,v%pt_3,The General Prologue 617,data/riverside_cats/GP_riv.cat,A long surcote of pers upon he hade,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 637,data/riverside_cats/GP_riv.cat,And whan that he wel dronken hadde the wyn,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 639,data/riverside_cats/GP_riv.cat,A fewe termes hadde he two or thre,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 645,data/riverside_cats/GP_riv.cat,Thanne hadde he spent al his philosophie,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 663,data/riverside_cats/GP_riv.cat,In daunger hadde he at his owene gise,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 666,data/riverside_cats/GP_riv.cat,A gerland hadde he set upon his heed,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 668,data/riverside_cats/GP_riv.cat,A bokeleer hadde he maad hym of a cake,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 675,data/riverside_cats/GP_riv.cat,This Pardoner hadde heer as yelow as wex,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 677,data/riverside_cats/GP_riv.cat,By ounces henge his lokkes that he hadde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
overspreden,overspradde,v%pt_3,The General Prologue 678,data/riverside_cats/GP_riv.cat,And therwith he his shuldres overspradde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 684,data/riverside_cats/GP_riv.cat,Swiche glarynge eyen hadde he as an hare,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 689,data/riverside_cats/GP_riv.cat,No berd hadde he ne nevere sholde have,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 697,data/riverside_cats/GP_riv.cat,That Seint Peter hadde whan that he wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The General Prologue 700,data/riverside_cats/GP_riv.cat,And in a glas he hadde pigges bones,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
speken,speke,v%pr_3,The General Prologue 734,data/riverside_cats/GP_riv.cat,Al speke he never so rudeliche and large,RIVERSIDE,Present 3rd sg must end in -th
witen,woot,v%pr_pl,The General Prologue 740,data/riverside_cats/GP_riv.cat,And wel ye woot no vileynye is it,RIVERSIDE,Present plural must end in -en or -e
lakken,lakkede,v%pt_3,The General Prologue 756,data/riverside_cats/GP_riv.cat,And of manhod hym lakkede right naught,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The General Prologue 766,data/riverside_cats/GP_riv.cat,Fayn wolde I doon yow myrthe wiste I how,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The General Prologue 768,data/riverside_cats/GP_riv.cat,To doon yow ese and it shal coste noght,RIVERSIDE,Infinitive must end in -en or -e
quiten,quite,v%pr_3,The General Prologue 770,data/riverside_cats/GP_riv.cat,The blisful martir quite yow youre meede,RIVERSIDE,Present 3rd sg must end in -th
don,doon,v%inf,The General Prologue 776,data/riverside_cats/GP_riv.cat,As I seyde erst and doon yow som confort,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The General Prologue 795,data/riverside_cats/GP_riv.cat,Of aventures that whilom han bifalle,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The General Prologue 797,data/riverside_cats/GP_riv.cat,That is to seyn that telleth in this caas,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The General Prologue 849,data/riverside_cats/GP_riv.cat,As ye han herd what nedeth wordes mo,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Miller's Tale 3191,data/riverside_cats/MilT_riv.cat,Hadde lerned art but al his fantasye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Miller's Tale 3203,data/riverside_cats/MilT_riv.cat,A chambre hadde he in that hostelrye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Miller's Tale 3221,data/riverside_cats/MilT_riv.cat,This carpenter hadde wedded newe a wyf,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Miller's Tale 3299,data/riverside_cats/MilT_riv.cat,A clerk hadde litherly biset his whyle,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Miller's Tale 3337,data/riverside_cats/MilT_riv.cat,But sooth to seyn he was somdeel squaymous,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Miller's Tale 3346,data/riverside_cats/MilT_riv.cat,I dar wel seyn if she hadde been a mous,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Miller's Tale 3357,data/riverside_cats/MilT_riv.cat,A litel after cokkes hadde ycrowe,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%pr_pl,The Miller's Tale 3392,data/riverside_cats/MilT_riv.cat,Men seyn right thus Alwey the nye slye,RIVERSIDE,Present plural must end in -en or -e
dien,deyde,v%pt_3,The Miller's Tale 3427,data/riverside_cats/MilT_riv.cat,God shilde that he deyde sodeynly,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
crien,cride,v%pt_3,The Miller's Tale 3476,data/riverside_cats/MilT_riv.cat,And shook hym harde and cride spitously,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
siken,sik,v%inf,The Miller's Tale 3488,data/riverside_cats/MilT_riv.cat,Gan for to sik soore and seyde Allas,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Miller's Tale 3506,data/riverside_cats/MilT_riv.cat,For this vengeaunce thou shalt han therfore,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Miller's Tale 3535,data/riverside_cats/MilT_riv.cat,Whan that oure Lord hadde warned hym biforn,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Miller's Tale 3541,data/riverside_cats/MilT_riv.cat,Hym hadde be levere I dar wel undertake,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Miller's Tale 3551,data/riverside_cats/MilT_riv.cat,And han therinne vitaille suffisant,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Miller's Tale 3560,data/riverside_cats/MilT_riv.cat,To han as greet a grace as Noe hadde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
aspien,espye,v%pr_3,The Miller's Tale 3566,data/riverside_cats/MilT_riv.cat,That no man of oure purveiaunce espye,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,The Miller's Tale 3579,data/riverside_cats/MilT_riv.cat,And thou wolt seyn Hayl maister Nicholay,RIVERSIDE,Infinitive must end in -en or -e
speken,speke,v%pr_3,The Miller's Tale 3586,data/riverside_cats/MilT_riv.cat,That noon of us ne speke nat a word,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Miller's Tale 3630,data/riverside_cats/MilT_riv.cat,But er that he hadde maad al this array,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
heren,heere,v%pr_3,The Miller's Tale 3642,data/riverside_cats/MilT_riv.cat,Awaitynge on the reyn if he it heere,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,The Miller's Tale 3670,data/riverside_cats/MilT_riv.cat,Where that he be I kan nat soothly seyn,RIVERSIDE,Infinitive must end in -en or -e
stonden,stant,v%pr_3,The Miller's Tale 3677,data/riverside_cats/MilT_riv.cat,That stant ful lowe upon his boures wal,RIVERSIDE,Present 3rd sg must end in -th
risen,rist,v%pr_3,The Miller's Tale 3688,data/riverside_cats/MilT_riv.cat,Up rist this joly lovere Absolon,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Miller's Tale 3691,data/riverside_cats/MilT_riv.cat,To smellen sweete er he hadde kembd his heer,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
helpen,help,v%pr_3,The Miller's Tale 3709,data/riverside_cats/MilT_riv.cat,As help me God it wol nat be com pa me,RIVERSIDE,Present 3rd sg must end in -th
ba,pa,v%inf,The Miller's Tale 3709,data/riverside_cats/MilT_riv.cat,As help me God it wol nat be com pa me,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Miller's Tale 3755,data/riverside_cats/MilT_riv.cat,For fro that tyme that he hadde kist hir ers,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
clepen,cleped,v%pt_pl,The Miller's Tale 3761,data/riverside_cats/MilT_riv.cat,Until a smyth men cleped daun Gerveys,RIVERSIDE,Past plural must end in -en or -e
witen,woot,v%pr_pl,The Miller's Tale 3771,data/riverside_cats/MilT_riv.cat,By Seinte Note ye woot wel what I mene,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Miller's Tale 3774,data/riverside_cats/MilT_riv.cat,He hadde moore tow on his distaf,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,The Miller's Tale 3782,data/riverside_cats/MilT_riv.cat,Ey Cristes foo What wol ye do therwith,RIVERSIDE,Infinitive must end in -en or -e
scapen,scape,v%pr_3,The Miller's Tale 3800,data/riverside_cats/MilT_riv.cat,He sholde kisse his ers er that he scape,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Miller's Tale 3837,data/riverside_cats/MilT_riv.cat,And hadde hem hanged in the roof above,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Manciple's Tale 130,data/riverside_cats/MancT_riv.cat,Now hadde this Phebus in his hous a crowe,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Manciple's Tale 139,data/riverside_cats/MancT_riv.cat,Now hadde this Phebus in his hous a wyf,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,sayn,v%inf,The Manciple's Tale 143,data/riverside_cats/MancT_riv.cat,Save oonly if the sothe that I shal sayn,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Manciple's Tale 159,data/riverside_cats/MancT_riv.cat,That no man sholde han put hym from hir grace,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Manciple's Tale 198,data/riverside_cats/MancT_riv.cat,For under hym another hadde shee,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
leien,leyn,v%pr_pl,The Manciple's Tale 222,data/riverside_cats/MancT_riv.cat,Men leyn that oon as lowe as lith that oother,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Manciple's Tale 232,data/riverside_cats/MancT_riv.cat,And may nat doon so greet an harm as he,RIVERSIDE,Infinitive must end in -en or -e
slen,slayn,v%ppl,The Manciple's Tale 265,data/riverside_cats/MancT_riv.cat,And in his ire his wyf thanne hath he slayn,RIVERSIDE,Strong participle must end in -en or -e
don,doon,v%inf,The Manciple's Tale 278,data/riverside_cats/MancT_riv.cat,O rakel hand to doon so foule amys,RIVERSIDE,Infinitive must end in -en or -e
slen,slayn,v%ppl,The Manciple's Tale 302,data/riverside_cats/MancT_riv.cat,In tokenynge that thurgh thee my wyf is slayn,RIVERSIDE,Strong participle must end in -en or -e
seien,seyn,v%pr_pl,The Manciple's Tale 314,data/riverside_cats/MancT_riv.cat,Daun Salomon as wise clerkes seyn,RIVERSIDE,Present plural must end in -en or -e
speken,speeke,v%pr_3,The Manciple's Tale 324,data/riverside_cats/MancT_riv.cat,For man sholde hym avyse what he speeke,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Manciple's Tale 336,data/riverside_cats/MancT_riv.cat,Ther lasse spekyng hadde ynough suffised,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,sayn,v%inf,The Manciple's Tale 353,data/riverside_cats/MancT_riv.cat,But he that hath mysseyd I dar wel sayn,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Pardoner's Tale 501,data/riverside_cats/PardT_riv.cat,Til Crist hadde boght us with his blood agayn,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,sayn,v%inf,The Pardoner's Tale 502,data/riverside_cats/PardT_riv.cat,Lo how deere shortly for to sayn,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 587,data/riverside_cats/PardT_riv.cat,Of wynyevyng to hem that han justise,RIVERSIDE,Present plural must end in -en or -e
dien,dyde,v%pt_3,The Pardoner's Tale 658,data/riverside_cats/PardT_riv.cat,Now for the love of Crist that for us dyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
comen,cam,v%pt_pl,The Pardoner's Tale 671,data/riverside_cats/PardT_riv.cat,It was me toold er ye cam heer two houres,RIVERSIDE,Past plural must end in -en or -e
slen,yslayn,v%ppl,The Pardoner's Tale 673,data/riverside_cats/PardT_riv.cat,And sodeynly he was yslayn tonyght,RIVERSIDE,Strong participle must end in -en or -e
slen,slayn,v%ppl,The Pardoner's Tale 679,data/riverside_cats/PardT_riv.cat,He hath a thousand slayn this pestilence,RIVERSIDE,Strong participle must end in -en or -e
slen,slayn,v%ppl,The Pardoner's Tale 686,data/riverside_cats/PardT_riv.cat,The child seith sooth for he hath slayn this yeer,RIVERSIDE,Strong participle must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 702,data/riverside_cats/PardT_riv.cat,Togidres han thise thre hir trouthes plight,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Pardoner's Tale 707,data/riverside_cats/PardT_riv.cat,Of which the taverner hadde spoke biforn,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Pardoner's Tale 708,data/riverside_cats/PardT_riv.cat,And many a grisly ooth thanne han they sworn,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 711,data/riverside_cats/PardT_riv.cat,Whan they han goon nat fully half a mile,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Pardoner's Tale 712,data/riverside_cats/PardT_riv.cat,Right as they wolde han troden over a stile,RIVERSIDE,Infinitive must end in -en or -e
sen,see,v%pr_3,The Pardoner's Tale 715,data/riverside_cats/PardT_riv.cat,And seyde thus Now lordes God yow see,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Pardoner's Tale 725,data/riverside_cats/PardT_riv.cat,And therfore moot I han myn age stille,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Pardoner's Tale 727,data/riverside_cats/PardT_riv.cat,Ne Deeth allas ne wol nat han my lyf,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Pardoner's Tale 737,data/riverside_cats/PardT_riv.cat,But yet to me she wol nat do that grace,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Pardoner's Tale 783,data/riverside_cats/PardT_riv.cat,Today that we sholde han so fair a grace,RIVERSIDE,Infinitive must end in -en or -e
witen,woot,v%pr_pl,The Pardoner's Tale 786,data/riverside_cats/PardT_riv.cat,For wel ye woot that al this gold is oures,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The Pardoner's Tale 789,data/riverside_cats/PardT_riv.cat,Men wolde seyn that we were theves stronge,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Pardoner's Tale 818,data/riverside_cats/PardT_riv.cat,What shal we doon What shal we to hym seye,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 836,data/riverside_cats/PardT_riv.cat,To sleen the thridde as ye han herd me seye,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Pardoner's Tale 848,data/riverside_cats/PardT_riv.cat,That he hadde leve him to sorwe brynge,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Pardoner's Tale 877,data/riverside_cats/PardT_riv.cat,Hadde filled with wyn his grete botels thre,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
foryeven,foryeve,v%pr_3,The Pardoner's Tale 904,data/riverside_cats/PardT_riv.cat,Now goode men God foryeve yow youre trespas,RIVERSIDE,Present 3rd sg must end in -th
graunten,graunte,v%pr_3,The Pardoner's Tale 917,data/riverside_cats/PardT_riv.cat,So graunte yow his pardoun to receyve,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Pardoner's Tale 924,data/riverside_cats/PardT_riv.cat,Offren and han myn absolucion,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Pardoner's Tale 952,data/riverside_cats/PardT_riv.cat,I wolde I hadde thy coillons in myn hond,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seith,v%pr_pl,The Shipman's Tale 37,data/riverside_cats/ShipT_riv.cat,And he agayn he seith nat ones nay,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Shipman's Tale 45,data/riverside_cats/ShipT_riv.cat,To doon plesaunce and also greet costage,RIVERSIDE,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Shipman's Tale 70,data/riverside_cats/ShipT_riv.cat,With hym broghte he a jubbe of malvesye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
sitten,sit,v%pr_3,The Shipman's Tale 88,data/riverside_cats/ShipT_riv.cat,And thus he sit til it was passed pryme,RIVERSIDE,Present 3rd sg must end in -th
stonden,stant,v%pr_3,The Shipman's Tale 114,data/riverside_cats/ShipT_riv.cat,Nay cosyn myn it stant nat so with me,RIVERSIDE,Present 3rd sg must end in -th
stonden,stant,v%pr_3,The Shipman's Tale 120,data/riverside_cats/ShipT_riv.cat,Dar I nat telle how that it stant with me,RIVERSIDE,Present 3rd sg must end in -th
forbeden,forbede,v%pr_3,The Shipman's Tale 125,data/riverside_cats/ShipT_riv.cat,And seyde Allas my nece God forbede,RIVERSIDE,Present 3rd sg must end in -th
fordon,fordo,v%pr_3,The Shipman's Tale 127,data/riverside_cats/ShipT_riv.cat,Fordo youreself but telleth me youre grief,RIVERSIDE,Present 3rd sg must end in -th
sitten,sit,v%pr_3,The Shipman's Tale 163,data/riverside_cats/ShipT_riv.cat,But sith I am a wyf it sit nat me,RIVERSIDE,Present 3rd sg must end in -th
helpen,helpe,v%pr_3,The Shipman's Tale 170,data/riverside_cats/ShipT_riv.cat,As helpe me God he is noght worth at al,RIVERSIDE,Present 3rd sg must end in -th
witen,woot,v%pr_pl,The Shipman's Tale 173,data/riverside_cats/ShipT_riv.cat,And wel ye woot that wommen naturelly,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Shipman's Tale 189,data/riverside_cats/ShipT_riv.cat,If that yow list to doon that I yow praye,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 191,data/riverside_cats/ShipT_riv.cat,And doon to yow what plesance and service,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 192,data/riverside_cats/ShipT_riv.cat,That I may doon right as yow list devise,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Shipman's Tale 194,data/riverside_cats/ShipT_riv.cat,As foul as evere hadde Genylon of France,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
forbeden,forbede,v%pr_3,The Shipman's Tale 208,data/riverside_cats/ShipT_riv.cat,Now elles God forbede sire quod she,RIVERSIDE,Present 3rd sg must end in -th
giden,gyde,v%pr_3,The Shipman's Tale 259,data/riverside_cats/ShipT_riv.cat,God and Seint Austyn spede yow and gyde,RIVERSIDE,Present 3rd sg must end in -th
preien,prey,v%inf,The Shipman's Tale 270,data/riverside_cats/ShipT_riv.cat,I wolde prey yow for to lene me,RIVERSIDE,Infinitive must end in -en or -e
helpen,helpe,v%pr_3,The Shipman's Tale 274,data/riverside_cats/ShipT_riv.cat,God helpe me so I wolde it were youres,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Shipman's Tale 333,data/riverside_cats/ShipT_riv.cat,To borwe of certeine freendes that he hadde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Shipman's Tale 344,data/riverside_cats/ShipT_riv.cat,How he hadde wel yboght and graciously,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,ar,v%pr_pl,The Shipman's Tale 350,data/riverside_cats/ShipT_riv.cat,That ye in heele ar comen hom agayn,RIVERSIDE,Present plural must end in -en or -e
witen,woot,v%pr_pl,The Shipman's Tale 385,data/riverside_cats/ShipT_riv.cat,And woot ye why By God as that I gesse,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Shipman's Tale 386,data/riverside_cats/ShipT_riv.cat,That ye han maad a manere straungenesse,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Shipman's Tale 388,data/riverside_cats/ShipT_riv.cat,Ye sholde han warned me er I had gon,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Shipman's Tale 407,data/riverside_cats/ShipT_riv.cat,That he hadde yeve it me bycause of yow,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Shipman's Tale 408,data/riverside_cats/ShipT_riv.cat,To doon therwith myn honour and my prow,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Shipman's Tale 413,data/riverside_cats/ShipT_riv.cat,Ye han mo slakkere dettours than am I,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Merchant's Tale 1255,data/riverside_cats/MerT_riv.cat,Hadde this knyght to been a wedded man,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
sitten,sit,v%pr_3,The Merchant's Tale 1277,data/riverside_cats/MerT_riv.cat,And trewely it sit wel to be so,RIVERSIDE,Present 3rd sg must end in -th
lien,lye,v%pr_3,The Merchant's Tale 1292,data/riverside_cats/MerT_riv.cat,Though that he lye bedrede til he sterve,RIVERSIDE,Present 3rd sg must end in -th
cursen,corse,v%pr_3,The Merchant's Tale 1308,data/riverside_cats/MerT_riv.cat,Writeth this man ther God his bones corse,RIVERSIDE,Present 3rd sg must end in -th
slepen,slepte,v%pt_3,The Merchant's Tale 1368,data/riverside_cats/MerT_riv.cat,And slow hym Olofernus whil he slepte,RIVERSIDE,Strong pt sg must not end in -en or -e
haven,han,v%inf,The Merchant's Tale 1371,data/riverside_cats/MerT_riv.cat,Sholde han be slayn and looke Ester also,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Merchant's Tale 1432,data/riverside_cats/MerT_riv.cat,I wol noon oold wyf han right for this cause,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Merchant's Tale 1433,data/riverside_cats/MerT_riv.cat,For if so were I hadde swich myschaunce,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Merchant's Tale 1434,data/riverside_cats/MerT_riv.cat,That I in hire ne koude han no plesaunce,RIVERSIDE,Infinitive must end in -en or -e
haven,had,v%pt_pl,The Merchant's Tale 1438,data/riverside_cats/MerT_riv.cat,Yet were me levere houndes had me eten,RIVERSIDE,Past plural must end in -en or -e
don,do,v%inf,The Merchant's Tale 1460,data/riverside_cats/MerT_riv.cat,I woot myselven best what I may do,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Merchant's Tale 1467,data/riverside_cats/MerT_riv.cat,And syn that ye han herd al myn entente,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The Merchant's Tale 1472,data/riverside_cats/MerT_riv.cat,But atte laste shortly for to seyn,RIVERSIDE,Infinitive must end in -en or -e
holden,holde,v%pr_3,The Merchant's Tale 1490,data/riverside_cats/MerT_riv.cat,I holde youre owene conseil is the beste,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Merchant's Tale 1506,data/riverside_cats/MerT_riv.cat,Ye han youreselven shewed heer today,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Merchant's Tale 1522,data/riverside_cats/MerT_riv.cat,Syn ye han seyd and herkneth what I seye,RIVERSIDE,Present plural must end in -en or -e
