OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,V1_SCANSION,V2_SCANSION,GREEN_SYLLABLES,V1_SYLLABLES,V2_SYLLABLES,V1_MATCHES_GREEN,V2_MATCHES_GREEN
Of fish and flesh and that so plenteous,Of fish and flesh and that so plenteous,u S u S u S u Su,u S u S u S u SuS,u S u S u S u SuS,9,10,10,0,0
It snewed in his hous of mete and drinke,It snewed in his hous of mete and drinke,u Su S u S u S u S,u Su S u S u Sx u Sx,u Su S u S u Sx u Sx,10,10,10,1,1
Of alle deintees that men coude thinke,Of alle deintees that men coude thinke,u Su Su S u Su S,u Su Su S u Su Sx,u Su Su S u Su Sx,10,10,10,1,1
After the sondry sesons of the yeer,After the sondry sesons of the yeer,uS u Su Su S u S,uS u Su Su S u S,uS u Su Su S u S,10,10,10,1,1
So chaunged he his mete and his soper,So chaunged he his mete and his soper,u Su S u S u S uS,u Su S u Sx u S uS,u Su S u Sx u S uS,10,10,10,1,1
Ful many a fat partrich hadde he in muwe,Ful many a fat partrich hadde he in muwe,u Su S u Su S u S u,u Sx u S uS ux S u Sx,u Su S u Su Sx u S ux,11,10,11,0,1
And many a breem and many a luce in stuwe,And many a breem and many a luce in stuwe,u Su S u S uS u S u S,u Sx u S u Sx u Sx u Sx,u Su S u S ux S ux S ux,12,10,11,0,0
Wo was his cook but if his sauce were,Wo was his cook but if his sauce were,u S u S u S u Su S,u S u S u S u Su Sx,u S u S u S u Su Sx,10,10,10,1,1
Poinaunt and sharpe and redy al his gere,Poinaunt and sharpe and redy al his gere,uS u S u Su S u S,uS u Sx u Su S u Sx,uS u Sx u Su S u Sx,10,10,10,1,1
His table dormant in his halle alway,His table dormant in his halle alway,u Su Su S u S uS,u Su Su S u Sx uS,u Su Su S u Sx uS,10,10,10,1,1
Stood redy covered al the longe day,Stood redy covered al the longe day,u Su SuS u S u S,u Su SuS u S ux S,u Su SuS u S ux S,10,10,10,1,1
At sessiouns ther was he lord and sire,At sessiouns ther was he lord and sire,u SuSu S u S u S u,u SuS u S u S u Sx,u SuS u S u S u Sx,11,10,10,0,0
Ful ofte time he was knight of the shire,Ful ofte time he was knight of the shire,u Su S u S u S u S,u Su Sx u S u S u Sx,u Su Sx u S u S u Sx,10,10,10,1,1
An anlas and a gipser al of silk,An anlas and a gipser al of silk,u Su S u Su S u S,u Su S u Su S u S,u Su S u Su S u S,10,10,10,1,1
Heng at his girdel whit as morne milk,Heng at his girdel whit as morne milk,u S u Su S u Su S,u S u Su S u Su S,u S u Su S u Su S,10,10,10,1,1
A shirreve hadde he been and a countour,A shirreve hadde he been and a countour,u Su S u S u S uS,u Sux Sx u S u S uS,u Sux Sx u S u S uS,10,10,10,1,1
Was nowher such a worthy vavasour,Was nowher such a worthy vavasour,u Su S u Su SuS,u Su S u Su SuS,u Su S u Su SuS,10,10,10,1,1
An Haberdasshere and a Carpenter,An Haberdasshere and a Carpenter,u SuSu S u SuS,u SuSux S u SuS,u SuSux S u SuS,10,10,10,1,1
A Webbe a Dyere and a Tapicer,A Webbe a Dyere and a Tapicer,u Su S u S u SuS,u Sx u Sux S u SuS,u Sx u Sux S u SuS,10,10,10,0,0
Were with us eek clothed in o liveree,Were with us eek clothed in o liveree,u S u S uS u S uSu,ux S u S uS u S uxS,ux S u S uS u S uSu,11,10,11,0,1
Of a solempne and greet fraternitee,Of a solempne and greet fraternitee,u S uS u S uSuS,u S uSx u S uSuS,u S uSx u S uSuS,10,10,10,1,1
Ful fresh and newe hir gere apiked was,Ful fresh and newe hir gere apiked was,u S u S u S uSu S,u S u Sx u Sx uSu S,u S u Sx u Sx uSu S,10,10,10,1,1
Hir knives were ychaped noght with bras,Hir knives were ychaped noght with bras,u Su S uSu S u S,u Su Sx uSu S u S,u Su Sx uSu S u S,10,10,10,1,1
But al with silver wroght ful clene and wel,But al with silver wroght ful clene and wel,u S u Su S u S u S,u S u Su S u Sx u S,u S u Su S u Sx u S,10,10,10,1,1
Hir girdles and hir pouches everydel,Hir girdles and hir pouches everydel,u Su S u Su SuS,u Su S u Su SxuS,u Su S u Su SuSu,10,10,11,1,0
Wel semed ech of hem a fair burgeis,Wel semed ech of hem a fair burgeis,u Su S u S u S uS,u Su S u S u S uS,u Su S u S u S uS,10,10,10,1,1
To sitten in a yeldhalle on a deis,To sitten in a yeldhalle on a deis,u Su S u Su S u S,u Su S u Sux S u S,u Su S u Sux S u S,10,10,10,1,1
Everich for the wisdom that he can,Everich for the wisdom that he can,uSu S u Su S u S,uSu S u Su S u S,uSu S u Su S u S,10,10,10,1,1
Was shaply for to been an alderman,Was shaply for to been an alderman,u Su S u S u SuS,u Su S u S u SuS,u Su S u S u SuS,10,10,10,1,1
For catel hadde they ynogh and rente,For catel hadde they ynogh and rente,u Su Su S uS u S,u Su Su S uS u Sx,u Su Su S uS u Sx,10,10,10,1,1
And eek hir wives wolde it wel assente,And eek hir wives wolde it wel assente,u S u Su S u S uS,u S u Su Sx u S uSx,u S u Su Sx u S uSx,10,10,10,1,1
And elles certein were they to blame,And elles certein were they to blame,u Su Su Su S u S,u Su Su Su S u Sx,u Su Su Su S u Sx,10,10,10,1,1
It is ful fair to been yclept ma dame,It is ful fair to been yclept ma dame,u S u S u S uS u S,u S u S u S uS u Sx,u S u S u S uS u Sx,10,10,10,1,1
And goon to vigilys al bifore,And goon to vigilys al bifore,u S u SuS u SuS,S u S uSu S uSx,S u S uSu S uSx,10,9,9,0,0
And have a mantel royalliche ybore,And have a mantel royalliche ybore,u Su S uS uS uS,u Sx u Su SuSx uSx,u Sx u Su SuSx uSx,10,10,10,0,0
A Cook they hadde with hem for the nones,A Cook they hadde with hem for the nones,u S u S u S u S uS,u S u Sx u S u S uS,u S u Sx u S u S uS,10,10,10,1,1
To boil the chiknes with the marybones,To boil the chiknes with the marybones,u S u Su S u SuSu,u S u Su S u SuSx,u S u Su S u SuSu,11,10,11,0,1
And poudremarchant tart and galingale,And poudremarchant tart and galingale,u SuSu S u SuS,u SuSu S u SuSx,u SuSu S u SuSx,10,10,10,1,1
Wel coude he knowe a draughte of London ale,Wel coude he knowe a draughte of London ale,u S u S u S u Su S,u Sx u Sx u Sx u Su Sx,u Sx u Sx u Sx u Su Sx,10,10,10,1,1
He coude roste and sethe and broille and frye,He coude roste and sethe and broille and frye,u Su S u S u S u S,u Su Sx u Sx u Sx u S,u Sx ux S ux S ux S uS,10,10,10,1,0
Maken mortreux and wel bake a pye,Maken mortreux and wel bake a pye,uS uS u S uS u S,Su Su S u Sx u S,uS uS u S ux S uS,10,9,10,0,0
But greet harm was it as it thoughte me,But greet harm was it as it thoughte me,u S u S u S u Su S,u S u S u S u Su S,u S u S u S u Su S,10,10,10,1,1
That on his shine a mormal hadde he,That on his shine a mormal hadde he,u S u Su S uS u S,u S u Sx u Su Su S,u S u Sx u Su Su S,10,10,10,0,0
For blankmanger that made he with the beste,For blankmanger that made he with the beste,u SuS u S u S u S,u SuS u Sx u S u Sx,u SuS u Sx u S u Sx,10,10,10,1,1
A Shipman was ther woning fer by weste,A Shipman was ther woning fer by weste,u Su S u Su S u S,u Su S u Su S u Sx,u Su S u Su S u Sx,10,10,10,1,1
For aught I woot he was of Dertemouthe,For aught I woot he was of Dertemouthe,u S u S u S u SuS,u S u S u S u SuSx,u S u S u S u SuSx,10,10,10,1,1
He rood upon a rouncy as he couthe,He rood upon a rouncy as he couthe,u S uS u Su S u S,u S uS u Su S u Sx,u S uS u Su S u Sx,10,10,10,1,1
In a gowne of falding to the knee,In a gowne of falding to the knee,u S uS u Su S u S,S u Sx u Su S u S,S u Sx u Su S u S,10,9,9,0,0
A daggere hanginge on a laas hadde he,A daggere hanginge on a laas hadde he,u Su Su S u S u S,u Sux Sux S u S ux S,u Sux Sux S u S ux S,10,10,10,1,1
Aboute his nekke under his arm adoun,Aboute his nekke under his arm adoun,uS u S uS u S uS,uSx u Sx uS u S uS,uSx u Sx uS u S uS,10,10,10,1,1
The hote somer maad his hewe al broun,The hote somer maad his hewe al broun,u Su Su S u S u S,u Su Su S u Sx u S,u Su Su S u Sx u S,10,10,10,1,1
And certeinly he was a good felawe,And certeinly he was a good felawe,u SuS u S u S uS,u SuS u S u S uSx,u SuS u S u S uSx,10,10,10,1,1
Ful many a draughte of win had he ydrawe,Ful many a draughte of win had he ydrawe,u Su S u S u S u Su,u Sx u Sx u S u S uSx,u Su S ux S u S u Sux,11,10,11,0,1
Fro Burdeuxward whil that the chapman sleep,Fro Burdeuxward whil that the chapman sleep,u SuS u S u Su S,u SuS u S u Su S,u SuS u S u Su S,10,10,10,1,1
Of nice conscience took he no keep,Of nice conscience took he no keep,u Su SuS u S u S,u Su SuSx u S u S,u Su SuSx u S u S,10,10,10,1,1
If that he faught and had the hyer hond,If that he faught and had the hyer hond,u S u S u S u S u,u S u S u S u Su S,u S u S u S u Su S,9,10,10,0,0
By water he sente hem hoom to every lond,By water he sente hem hoom to every lond,u Su S u S u S uS u,u Su S ux S u x Sxu S,u Su S ux S u S uS u,11,10,11,0,1
But of his craft to reken wel his tides,But of his craft to reken wel his tides,u S u S u Su S u Su,u S u S u Su S u Sx,u S u S u Su S u Su,11,10,11,0,1
His stremes and his daungers him bisides,His stremes and his daungers him bisides,u Su S u Su S uSu,u Su S u Su S uSx,u Su S u Su S uSu,11,10,11,0,1
His herberwe and his mone his lodmenage,His herberwe and his mone his lodmenage,u Su S u S u SuS,u Sux S u Sx u SuSx,u Sux S u Sx u SuSx,10,10,10,1,1
Ther nas noon swich from Hulle to Cartage,Ther nas noon swich from Hulle to Cartage,u S u S u Su S uS,u S u S u Su S uSx,u S u S u Su S uSx,10,10,10,1,1
Hardy he was and wis to undertake,Hardy he was and wis to undertake,uS u S u S u SuS,uS u S u S u SuSx,uS u S u S u SuSx,10,10,10,1,1
With many a tempest hadde his berd been shake,With many a tempest hadde his berd been shake,u Su S uS u S u S u,u Su S ux Sx u S u Sx,u Su S uS ux S u S ux,11,10,11,0,1
He knew wel al the havenes as they were,He knew wel al the havenes as they were,u S u S u SuS u S u,u S u S u SuS u S xx,u S u S u SuS u S ux,11,10,11,0,1
From Gootlond to the cape of Finistere,From Gootlond to the cape of Finistere,u Su S u S u SuS,u Su S u Sx u SuSx,u Su S u Sx u SuSx,10,10,10,1,1
And every crike in Britaigne and in Spaine,And every crike in Britaigne and in Spaine,u Su S u Su S u S,u Sxu Sx u Sux S u Sx,u Su Sx u Sux S u Sx,10,10,10,1,1
His barge ycleped was the Maudelaine,His barge ycleped was the Maudelaine,u S uSu S u SuS,u Sx uSu S u SuSx,u Sx uSu S u SuSx,10,10,10,1,1
With us ther was a Doctour of Physik,With us ther was a Doctour of Physik,u S u S u Su S uS,u S u S u Su S uS,u S u S u Su S uS,10,10,10,1,1
In al this world ne was ther noon him lik,In al this world ne was ther noon him lik,u S u S u S u S u S,u S u S u S u S u S,u S u S u S u S u S,10,10,10,1,1
To speke of phisik and of surgerie,To speke of phisik and of surgerie,u S u Su S u SuS,u Sx u Su S u SuS,u Sx u Su S u SuS,10,10,10,1,1
For he was grounded in astronomie,For he was grounded in astronomie,u S u Su S uSuS,u S u Su S uSuS,u S u Su S uSuS,10,10,10,1,1
He kepte his pacient a ful greet del,He kepte his pacient a ful greet del,u Su S uS u S u S,u Sx u SuS u S u S,u Sx u SuS u S u S,10,10,10,0,0
In houres by his magik naturel,In houres by his magik naturel,u Su S u Su SuS,u Su S u Su SuS,u Su S u Su SuS,10,10,10,1,1
Wel coude he fortunen the ascendent,Wel coude he fortunen the ascendent,u S u SuS u SuS,u Sx u SuS u SuS,u Sx u SuS u SuS,10,10,10,1,1
Of hise images for his pacient,Of hise images for his pacient,u Su SuS u S uS,u Sx uSu S u SuS,u Sx uSu S u SuS,10,10,10,0,0
He knew the cause of everich maladie,He knew the cause of everich maladie,u S u S u SuS uSu,u S u Sx u Sxu SuS,u S u Sx u SuS uSu,11,10,11,0,1
Were it of hoot or cold or moiste or drie,Were it of hoot or cold or moiste or drie,u S u S u S u S u S,ux S u S u S u Sx u S,ux S u S u S u Sx u S,10,10,10,1,1
And where engendred and of what humour,And where engendred and of what humour,u S uSu S u S uS,u Sx uSu S u S uS,u Sx uSu S u S uS,10,10,10,1,1
He was a verrey parfit practisour,He was a verrey parfit practisour,u S u Su Su SuS,u S u Su Su SuS,u S u Su Su SuS,10,10,10,1,1
The cause yknowe and of his harm the rote,The cause yknowe and of his harm the rote,u S uS u S u S u S,u Sx uSx u S u S u Sx,u Sx uSx u S u S u Sx,10,10,10,1,1
Anon he yaf the sike man his bote,Anon he yaf the sike man his bote,uS u S u Su S u S,uS u S u Su S u Sx,uS u S u Su S u Sx,10,10,10,1,1
Ful redy hadde he hise apothecaries,Ful redy hadde he hise apothecaries,u Su S u S uSuSu,u xx Sx u Sx uSuSuS,u Sx ux S ux SuSuSu,11,10,11,0,0
To sende him drogges and his letuaries,To sende him drogges and his letuaries,u S u Su S u SuS,      ,u Sx u Sx u S uSuSu,10,0,11,0,0
For ech of hem made other for to winne,For ech of hem made other for to winne,u S u S u Su S u S,u S u S ux Su S u Sx,u S u S ux Su S u Sx,10,10,10,1,1
Hir frendshipe nas nat newe to biginne,Hir frendshipe nas nat newe to biginne,u SuS u S u S uS,u Sux S u Su S uSx,u Sux S u Su S uSx,10,10,10,0,0
Wel knew he the olde Esculapius,Wel knew he the olde Esculapius,u S u S uS uSuS,u S u S ux SuSuS,u S u S ux SuSuS,10,10,10,0,0
And Deiscorides and eek Rufus,And Deiscorides and eek Rufus,u SuSu S u Su,S uSuS u S uS,S uSuS u S uS,9,9,9,0,0
Olde Ypocras Haly and Galien,Olde Ypocras Haly and Galien,uS uSu Su S uS,ux SuS uS u SuS,ux SuS uS u SuS,10,10,10,0,0
Serapion Razis and Avicen,Serapion Razis and Avicen,uSu Su S uSu,uSuS uS u SuS,uSuS uS u SuS,9,10,10,0,0
Averrois Damascien and Constantin,Averrois Damascien and Constantin,uSu SuS u SuS,   ,uSu SuSu S uSu,10,0,11,0,0
Bernard and Gatesden and Gilbertin,Bernard and Gatesden and Gilbertin,uS u SuS u SuS,uS u SuS u SuS,uS u SuS u SuS,10,10,10,1,1
Of his diet mesurable was he,Of his diet mesurable was he,u S u SuSu S u,     ,     ,9,0,0,0,0
For it was of no superfluitee,For it was of no superfluitee,u S u S u SuSu,S u S u S uSuS,S u S u S uSuS,9,9,9,0,0
But of greet norissing and digestible,But of greet norissing and digestible,u S u SuS u SuS,u S u SuS u SuSx,u S u SuS u SuSx,10,10,10,1,1
His studie was but litel on the Bible,His studie was but litel on the Bible,u Su S u Su S u S,u Su S u Su S u Sx,u Su S u Su S u Sx,10,10,10,1,1
In sangwin and in pers he clad was al,In sangwin and in pers he clad was al,u Su S u S u S u S,u Su S u S u S u S,u Su S u S u S u S,10,10,10,1,1
Lined with taffata and with sendal,Lined with taffata and with sendal,uS u SuS u S uS,uS u SuS u S uS,uS u SuS u S uS,10,10,10,1,1
And yet he was but esy of dispence,And yet he was but esy of dispence,u S u S u Su S uS,u S u S u Su S uSx,u S u S u Su S uSx,10,10,10,1,1
He kepte that he wan in pestilence,He kepte that he wan in pestilence,u Su S u S u SuS,u Su S u S u SuSx,u Su S u S u SuSx,10,10,10,1,1
For gold in phisik is a cordial,For gold in phisik is a cordial,u S u Su S u Su,u S u Su S u SuS,u S u Su S u SuS,9,10,10,0,0
Therfore he loved gold in special,Therfore he loved gold in special,uSu S uS u S uS,uSx u Su S u SuS,uSx u Su S u SuS,10,10,10,0,0
A good Wif was ther of biside Bathe,A good Wif was ther of biside Bathe,u S u S u S uSu S,u S u S u S uSu Sx,u S u S u S uSu Sx,10,10,10,1,1
But she was somdel deef and that was scathe,But she was somdel deef and that was scathe,u S u Su S u S u S,u S u Su S u S u Sx,u S u Su S u S u Sx,10,10,10,1,1
Of cloothmaking she hadde swiche an haunt,Of cloothmaking she hadde swiche an haunt,u SuS u Su S u S,u SuS u Su Sx u S,u SuS u Su Sx u S,10,10,10,1,1
She passed hem of Ypres and of Gaunt,She passed hem of Ypres and of Gaunt,u Su S u Su S u S,u Su S u Su S u S,u Su S u Su S u S,10,10,10,1,1
In al the parissh wif ne was ther noon,In al the parissh wif ne was ther noon,u S u Su S u S u S,u S u Su S u S u S,u S u Su S u S u S,10,10,10,1,1
That to the offring bifore hir sholde goon,That to the offring bifore hir sholde goon,u S u Su Su S u S,u S u Su Sux S ux S,u S u Su Sux S ux S,10,10,10,1,1
And if ther did certein so wrooth was she,And if ther did certein so wrooth was she,u S u S uS u S u S,u S u S uS u S u S,u S u S uS u S u S,10,10,10,1,1
That she was out of alle charitee,That she was out of alle charitee,u S u S u Su SuS,u S u S u Su SuS,u S u S u Su SuS,10,10,10,1,1
Hir coverchiefs ful fine were of ground,Hir coverchiefs ful fine were of ground,u SuS u Su S u S,u SuS u Su Sx u S,u SuS u Su Sx u S,10,10,10,1,1
I dorste swere they weyeden ten pound,I dorste swere they weyeden ten pound,u Su Su S uS u S,u Su Sx u SuS u S,u Su Sx u SuS u S,10,10,10,0,0
That on a Sonday were upon hir heed,That on a Sonday were upon hir heed,u S u Su S uS u S,u S u Su Sx uS u S,u S u Su Sx uS u S,10,10,10,1,1
Hir hosen weren of fin scarlet reed,Hir hosen weren of fin scarlet reed,u Su Su S u Su S,u Su Su S u Su S,u Su Su S u Su S,10,10,10,1,1
Ful streite yteid and shoos ful moiste and newe,Ful streite yteid and shoos ful moiste and newe,u S uS u S u S u S,u Sx uS u S u Sx u Sx,u Sx uS u S u Sx u Sx,10,10,10,1,1
Bold was hir face and fair and reed of hewe,Bold was hir face and fair and reed of hewe,u S u S u S u S u S,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,10,10,10,1,1
She was a worthy womman al hir live,She was a worthy womman al hir live,u S u Su Su S u S,u S u Su Su S u Sx,u S u Su Su S u Sx,10,10,10,1,1
Housbondes at chirchedore she hadde five,Housbondes at chirchedore she hadde five,uSu S uSu S u S,uSu S uSux x Su Sx,uSu S uSux x Su Sx,10,10,10,0,0
Withouten other compaignie in youthe,Withouten other compaignie in youthe,uSu Su SuS u S,uSu Su SuS u Sx,uSu Su SuS u Sx,10,10,10,1,1
But therof nedeth nat to speke as nouthe,But therof nedeth nat to speke as nouthe,u Su Su S u S u S,u Su Su S u Sx u Sx,u Su Su S u Sx u Sx,10,10,10,1,1
And thries had she been at Jerusalem,And thries had she been at Jerusalem,u S u S u S uSuS,u Su S x u S uSuS,u Su S x u S uSuS,10,10,10,0,0
She hadde passed many a straunge strem,She hadde passed many a straunge strem,u Su Su Su S u S,u Sx uS uS u Su S,u Sx uS uS u Su S,10,10,10,0,0
At Rome she hadde been and at Boloigne,At Rome she hadde been and at Boloigne,u Su S u S u S uS,u Sx u Su S u S uSx,u Sx u Su S u S uSx,10,10,10,0,0
In Galice at Seint Jame and at Coloigne,In Galice at Seint Jame and at Coloigne,u Su S u S u S uS,u Sux S u Sx u S uSx,u Sux S u Sx u S uSx,10,10,10,1,1
She coude muche of wandring by the weye,She coude muche of wandring by the weye,u Su S u Su S u S,u Su Sx u Su S u S,u Su Sx u Su S u S,10,10,10,1,1
Gattothed was she soothly for to seye,Gattothed was she soothly for to seye,uSu S u Su S u S,uSu S u Su S u S,uSu S u Su S u S,10,10,10,1,1
Upon an amblere esily she sat,Upon an amblere esily she sat,uS u Su SuS u S,uS u Sux SuS u S,uS u Sux SuS u S,10,10,10,1,1
Ywimpled wel and on hir heed an hat,Ywimpled wel and on hir heed an hat,uSu S u S u S u S,uSu S u S u S u S,uSu S u S u S u S,10,10,10,1,1
As brood as is a bokler or a targe,As brood as is a bokler or a targe,u S u S u Su S u S,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
A footmantel aboute hir hipes large,A footmantel aboute hir hipes large,u SuS uS u Su S,u SuS uSx u Su Sx,u SuS uSx u Su Sx,10,10,10,1,1
And on hir feet a paire of spores sharpe,And on hir feet a paire of spores sharpe,u S u S u S u Su S,u S u S u Sx u Su Sx,u S u S u Sx u Su Sx,10,10,10,1,1
In felawschip wel coud she laughe and carpe,In felawschip wel coud she laughe and carpe,u SuS u S u S u S,u SuS u S u Sx u Sx,u SuS u S u Sx u Sx,10,10,10,1,1
Of remedies of love she knew perchaunce,Of remedies of love she knew perchaunce,u SuS u S u S uS,u SuSu S ux x S uSx,u SuSu S ux x S uSx,10,10,10,0,0
For she coude of that art the olde daunce,For she coude of that art the olde daunce,u S uS u S u S u S,u x Su S u S u Su Sx,u x Su S u S u Su Sx,10,10,10,0,0
A good man was ther of religioun,A good man was ther of religioun,u S u S u S uSuS,u S u S u S uSuS,u S u S u S uSuS,10,10,10,1,1
And was a povre Parson of a toun,And was a povre Parson of a toun,u S u Su Su S u S,u S u Su Su S u S,u S u Su Su S u S,10,10,10,1,1
But riche he was of holy thoght and werk,But riche he was of holy thoght and werk,u S u S u Su S u S,u Sx u S u Su S u S,u Sx u S u Su S u S,10,10,10,1,1
He was also a lerned man a clerk,He was also a lerned man a clerk,u S uS u Su S u S,u S uS u Su S u S,u S uS u Su S u S,10,10,10,1,1
That Cristes gospel trewly wolde preche,That Cristes gospel trewly wolde preche,u Su Su Su Su S,u Su Su Su Su Sx,u Su Su Su Su Sx,10,10,10,1,1
His parisshens devoutly wolde he teche,His parisshens devoutly wolde he teche,u SuS uSu S u S,u SuS uSu Sx u Sx,u SuS uSu Sx u Sx,10,10,10,1,1
Benigne he was and wonder diligent,Benigne he was and wonder diligent,uS u S u Su SuS,uSx u S u Su SuS,uSx u S u Su SuS,10,10,10,1,1
And in adversitee ful pacient,And in adversitee ful pacient,u S uSuS u Su,u S uSuS u SuS,u S uSuS u SuS,9,10,10,0,0
And swich he was ypreved ofte sithes,And swich he was ypreved ofte sithes,u S u S uSu S uS,u S u S uSu Sx uS,u S u S uSu Sx uS,10,10,10,1,1
Ful looth were him to cursen for his tithes,Ful looth were him to cursen for his tithes,u S u S u Su S u Su,u S ux S u Su S u Sx,u S ux S u Su S u Su,11,10,11,0,1
But rather wolde he yeven out of doute,But rather wolde he yeven out of doute,u Su S u Su S u S,u Su Sx u Su S u Sx,u Su Sx u Su S u Sx,10,10,10,1,1
Unto his povre parisshens aboute,Unto his povre parisshens aboute,uS u Su SuS uS,uS u Su SuS uSx,uS u Su SuS uSx,10,10,10,1,1
Of his offring and eek of his substaunce,Of his offring and eek of his substaunce,u S uS u S u S uS,u S uS u S u S uSx,u S uS u S u S uSx,10,10,10,1,1
He coude in litel thing han suffisaunce,He coude in litel thing han suffisaunce,u S u Su S u SuS,u Sx u Su S u SuSx,u Sx u Su S u SuSx,10,10,10,1,1
Wid was his parisshe and houses fer asonder,Wid was his parisshe and houses fer asonder,u S u Su S uS u SuS,u S u Sux S ux S uSx,u S u Sux S uS u Sux,12,10,11,0,0
But he ne lafte nat for rein ne thonder,But he ne lafte nat for rein ne thonder,u S u S u S u S uS,u S u Sx u S u S uS,u S u Sx u S u S uS,10,10,10,1,1
In sikness nor in meschief to visite,In sikness nor in meschief to visite,u Su S u Su S uS,u Su S u Su S uSx,u Su S u Su S uSx,10,10,10,1,1
The ferreste in his parissh muche and lite,The ferreste in his parissh muche and lite,u Su S u Su S u S,u Sux S u Su Sx u Sx,u Sux S u Su Sx u Sx,10,10,10,1,1
Upon his feet and in his hand a staf,Upon his feet and in his hand a staf,uS u S u S u S u S,uS u S u S u S u S,uS u S u S u S u S,10,10,10,1,1
This noble ensample to his sheep he yaf,This noble ensample to his sheep he yaf,u Su Su S u S u S,u Su Sux S u S u S,u Su Sux S u S u S,10,10,10,1,1
That first he wroghte and afterward he taughte,That first he wroghte and afterward he taughte,u S u S u SuS u S,u S u Sx u SuS u Sx,u S u Sx u SuS u Sx,10,10,10,1,1
Out of the gospel he tho wordes caughte,Out of the gospel he tho wordes caughte,u S u Su S u Su S,u S u Su S u Su Sx,u S u Su S u Su Sx,10,10,10,1,1
And this figure he added eek therto,And this figure he added eek therto,u S uS u Su S uS,u S uSx u Su S uS,u S uSx u Su S uS,10,10,10,1,1
That if gold ruste what shal iren do,That if gold ruste what shal iren do,u S u Su S u Su S,u S u Su S u Su S,u S u Su S u Su S,10,10,10,1,1
For if a preest be foul in whom we truste,For if a preest be foul in whom we truste,u S u S u S u S u S,u S u S u S u S u Sx,u S u S u S u S u Sx,10,10,10,1,1
No wonder is a lewed man to ruste,No wonder is a lewed man to ruste,u Su S u Su S u S,u Su S u Su S u Sx,u Su S u Su S u Sx,10,10,10,1,1
And shame it is if that a preest tak keep,And shame it is if that a preest tak keep,u S u S u S u S u S,u Sx u S u S u S u S,u Sx u S u S u S u S,10,10,10,1,1
A shiten shepherde and a clene sheep,A shiten shepherde and a clene sheep,u Su SuS u S u S,u Su Sux S u Su S,u Su Sux S u Su S,10,10,10,0,0
Wel ought a preest ensample for to yive,Wel ought a preest ensample for to yive,u S u S uSu S u S,u S u S uSu S u Sx,u S u S uSu S u Sx,10,10,10,1,1
By his clennesse how that his sheep shold live,By his clennesse how that his sheep shold live,u S uS u S u S u S,u S uSx u S u S u Sx,u S uSx u S u S u Sx,10,10,10,1,1
He sette nat his benefice to hire,He sette nat his benefice to hire,u Su S u SuS u S,u Su S u SuSx u Sx,u Su S u SuSx u Sx,10,10,10,1,1
And leet his sheep encombred in the mire,And leet his sheep encombred in the mire,u S u S uSu S u S,u S u S uSu S u Sx,u S u S uSu S u Sx,10,10,10,1,1
And ran to London unto Seinte Poules,And ran to London unto Seinte Poules,u S u Su Su S uS,u S u Su Su Sx uS,u S u Su Su Sx uS,10,10,10,1,1
To seken him a chaunterie for soules,To seken him a chaunterie for soules,u Su S u SuS u Su,u Su S u SuS u Sx,u Su S u SuS u Su,11,10,11,0,1
Or with a bretherhed to been withholde,Or with a bretherhed to been withholde,u S u SuS u S uS,u S u SuS u S uSx,u S u SuS u S uSx,10,10,10,1,1
But dwelte at hoom and kepte wel his folde,But dwelte at hoom and kepte wel his folde,u Su S u S u S u S,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,10,10,10,0,0
So that the wolf ne made it nat miscarie,So that the wolf ne made it nat miscarie,u S u S u S u S uSu,        ,u S u S u Sx u S uSu,11,0,11,0,1
He was a shepherde and no mercenarie,He was a shepherde and no mercenarie,u S u Su S u SuSu,u S u Sux S u SxuS,u S u Sux S u SuSu,11,10,11,0,1
And though he holy were and vertuous,And though he holy were and vertuous,u S u Su Su S uS,u S u Su Sx u SuS,u S u Su Sx u SuS,10,10,10,0,0
He was to sinful man nat despitous,He was to sinful man nat despitous,u S u Su S u SuS,u S u Su S u SuS,u S u Su S u SuS,10,10,10,1,1
Ne of his spech daungerous ne digne,Ne of his spech daungerous ne digne,u S u S uSu S uS,S u S u SuS u Sx,S u S u SuS u Sx,10,9,9,0,0
But in his teching discreet and benigne,But in his teching discreet and benigne,u S u Su Su S uS,u S u Su Su S uSx,u S u Su Su S uSx,10,10,10,1,1
To drawen folk to heven by fairnesse,To drawen folk to heven by fairnesse,u Su S u Su S uS,u Su S u Su S uSx,u Su S u Su S uSx,10,10,10,1,1
By good ensample was his bisinesse,By good ensample was his bisinesse,u S uSu S u SuS,u S uSu S u SuSx,u S uSu S u SuSx,10,10,10,1,1
But it were any persone obstinat,But it were any persone obstinat,u S u Su Su SuS,u S ux Su Sux SuS,u S ux Su Sux SuS,10,10,10,1,1
Whatso he were of heigh or lowe estat,Whatso he were of heigh or lowe estat,uS u S u S u S uS,uS u Sx u S u Sx uS,uS u Sx u S u Sx uS,10,10,10,1,1
Him wolde he snibben sharply for the nones,Him wolde he snibben sharply for the nones,u S u Su Su S u Su,u Sx u Su Su S u Sx,u Sx u Su Su S u Su,11,10,11,0,1
