headword,word,tag,line_number,filename,context,text_type,source_file
seien,sayn,v%inf,The Nun's Priest's Tale 3021,data/riverside_cats/NPT_riv.cat,My gold caused my mordre sooth to sayn,RIVERSIDE,NPT_gui_complete.csv
slen,slayn,v%ppl,The Nun's Priest's Tale 3022,data/riverside_cats/NPT_riv.cat,And tolde hym every point how he was slayn,RIVERSIDE,NPT_gui_complete.csv
trusten,truste,v%imp,The Nun's Priest's Tale 3024,data/riverside_cats/NPT_riv.cat,And truste wel his dreem he foond ful trewe,RIVERSIDE,NPT_gui_complete.csv
ben,were,v%pt_3,The Nun's Priest's Tale 3036,data/riverside_cats/NPT_riv.cat,A dongcarte wente as it were to donge lond,RIVERSIDE,NPT_gui_complete.csv
haven,han,v%pr_pl,The Nun's Priest's Tale 3038,data/riverside_cats/NPT_riv.cat,As ye han herd the dede man devyse,RIVERSIDE,NPT_gui_complete.csv
slen,slayn,v%ppl_abs,The Nun's Priest's Tale 3045,data/riverside_cats/NPT_riv.cat,Harrow Allas Heere lith my felawe slayn,RIVERSIDE,NPT_gui_complete.csv
seien,sayn,v%inf,The Nun's Priest's Tale 3046,data/riverside_cats/NPT_riv.cat,What sholde I moore unto this tale sayn,RIVERSIDE,NPT_gui_complete.csv
finden,founde,v%pt_pl,The Nun's Priest's Tale 3048,data/riverside_cats/NPT_riv.cat,And in the myddel of the dong they founde,RIVERSIDE,NPT_gui_complete.csv
haven,han,v%pr_pl,The Nun's Priest's Tale 3059,data/riverside_cats/NPT_riv.cat,Han hent the carter and so soore hym pyned,RIVERSIDE,NPT_gui_complete.csv
mouen,may,v%pr_pl,The Nun's Priest's Tale 3063,data/riverside_cats/NPT_riv.cat,Heere may men seen that dremes been to drede,RIVERSIDE,NPT_gui_complete.csv
dreden,drede,v%inf,The Nun's Priest's Tale 3063,data/riverside_cats/NPT_riv.cat,Heere may men seen that dremes been to drede,RIVERSIDE,NPT_gui_complete.csv
reden,rede,v%pr_1,The Nun's Priest's Tale 3064,data/riverside_cats/NPT_riv.cat,And certes in the same book I rede,RIVERSIDE,NPT_gui_complete.csv
haven,han,v%inf,The Nun's Priest's Tale 3067,data/riverside_cats/NPT_riv.cat,Two men that wolde han passed over see,RIVERSIDE,NPT_gui_complete.csv
abiden,abyde,v%inf,The Nun's Priest's Tale 3080,data/riverside_cats/NPT_riv.cat,And hym comanded that he sholde abyde,RIVERSIDE,NPT_gui_complete.csv
wenden,wende,v%pr_2,The Nun's Priest's Tale 3081,data/riverside_cats/NPT_riv.cat,And seyde hym thus If thou tomorwe wende,RIVERSIDE,NPT_gui_complete.csv
letten,lette,v%inf,The Nun's Priest's Tale 3084,data/riverside_cats/NPT_riv.cat,And preyde hym his viage for to lette,RIVERSIDE,NPT_gui_complete.csv
biden,byde,v%inf,The Nun's Priest's Tale 3085,data/riverside_cats/NPT_riv.cat,As for that day he preyde hym to byde,RIVERSIDE,NPT_gui_complete.csv
agasten,agaste,v%inf,The Nun's Priest's Tale 3088,data/riverside_cats/NPT_riv.cat,No dreem quod he may so myn herte agaste,RIVERSIDE,NPT_gui_complete.csv
willen,wol,v%pr_1,The Nun's Priest's Tale 3089,data/riverside_cats/NPT_riv.cat,That I wol lette for to do my thynges,RIVERSIDE,NPT_gui_complete.csv
letten,lette,v%inf,The Nun's Priest's Tale 3089,data/riverside_cats/NPT_riv.cat,That I wol lette for to do my thynges,RIVERSIDE,NPT_gui_complete.csv
setten,sette,v%pr_1,The Nun's Priest's Tale 3090,data/riverside_cats/NPT_riv.cat,I sette nat a straw by thy dremynges,RIVERSIDE,NPT_gui_complete.csv
abiden,abyde,v%inf,The Nun's Priest's Tale 3095,data/riverside_cats/NPT_riv.cat,But sith I see that thou wolt heere abyde,RIVERSIDE,NPT_gui_complete.csv
haven,have,v%imp,The Nun's Priest's Tale 3097,data/riverside_cats/NPT_riv.cat,God woot it reweth me and have good day,RIVERSIDE,NPT_gui_complete.csv
dreden,drede,v%inf,The Nun's Priest's Tale 3109,data/riverside_cats/NPT_riv.cat,That many a dreem ful soore is for to drede,RIVERSIDE,NPT_gui_complete.csv
reden,rede,v%pr_1,The Nun's Priest's Tale 3110,data/riverside_cats/NPT_riv.cat,Lo in the lyf of Seint Kenelm I rede,RIVERSIDE,NPT_gui_complete.csv
haven,hadde,v%pt_pl,The Nun's Priest's Tale 3121,data/riverside_cats/NPT_riv.cat,That ye hadde rad his legende as have I,RIVERSIDE,NPT_gui_complete.csv
seien,sey,v%pr_1,The Nun's Priest's Tale 3122,data/riverside_cats/NPT_riv.cat,Dame Pertelote I sey yow trewely,RIVERSIDE,NPT_gui_complete.csv
preien,pray,v%pr_1,The Nun's Priest's Tale 3127,data/riverside_cats/NPT_riv.cat,And forthermoore I pray yow looketh wel,RIVERSIDE,NPT_gui_complete.csv
shulen,shul,v%pr_pl,The Nun's Priest's Tale 3130,data/riverside_cats/NPT_riv.cat,Reed eek of Joseph and ther shul ye see,RIVERSIDE,NPT_gui_complete.csv
felen,felte,v%pt_pl,The Nun's Priest's Tale 3135,data/riverside_cats/NPT_riv.cat,Wher they ne felte noon effect in dremes,RIVERSIDE,NPT_gui_complete.csv
lesen,lorn,v%ppl,The Nun's Priest's Tale 3144,data/riverside_cats/NPT_riv.cat,How that the lyf of Ector sholde be lorn,RIVERSIDE,NPT_gui_complete.csv
fighten,fighte,v%inf,The Nun's Priest's Tale 3147,data/riverside_cats/NPT_riv.cat,He wente for to fighte natheles,RIVERSIDE,NPT_gui_complete.csv
mouen,may,v%pr_1,The Nun's Priest's Tale 3150,data/riverside_cats/NPT_riv.cat,And eek it is ny day I may nat dwelle,RIVERSIDE,NPT_gui_complete.csv
mouen,may,v%pr_1,The Nun's Priest's Tale 3168,data/riverside_cats/NPT_riv.cat,Al be it that I may nat on yow ryde,RIVERSIDE,NPT_gui_complete.csv
riden,ryde,v%inf,The Nun's Priest's Tale 3168,data/riverside_cats/NPT_riv.cat,Al be it that I may nat on yow ryde,RIVERSIDE,NPT_gui_complete.csv
ben,am,v%pr_1,The Nun's Priest's Tale 3170,data/riverside_cats/NPT_riv.cat,I am so ful of joye and of solas,RIVERSIDE,NPT_gui_complete.csv
ifinden,yfounde,v%ppl,The Nun's Priest's Tale 3182,data/riverside_cats/NPT_riv.cat,He chukketh whan he hath a corn yfounde,RIVERSIDE,NPT_gui_complete.csv
gon,gon,v%ppl,The Nun's Priest's Tale 3190,data/riverside_cats/NPT_riv.cat,Syn March was gon thritty dayes and two,RIVERSIDE,NPT_gui_complete.csv
sen,se,v%imp,The Nun's Priest's Tale 3202,data/riverside_cats/NPT_riv.cat,And se the fresshe floures how they sprynge,RIVERSIDE,NPT_gui_complete.csv
enditen,endite,v%inf,The Nun's Priest's Tale 3207,data/riverside_cats/NPT_riv.cat,And if a rethor koude faire endite,RIVERSIDE,NPT_gui_complete.csv
writen,write,v%inf,The Nun's Priest's Tale 3208,data/riverside_cats/NPT_riv.cat,He in a cronycle saufly myghte it write,RIVERSIDE,NPT_gui_complete.csv
don,doon,v%pr_pl,The Nun's Priest's Tale 3224,data/riverside_cats/NPT_riv.cat,As gladly doon thise homycides alle,RIVERSIDE,NPT_gui_complete.csv
ben,be,v%pr_3,The Nun's Priest's Tale 3230,data/riverside_cats/NPT_riv.cat,O Chauntecleer acursed be that morwe,RIVERSIDE,NPT_gui_complete.csv
connen,kan,v%pr_1,The Nun's Priest's Tale 3240,data/riverside_cats/NPT_riv.cat,But I ne kan nat bulte it to the bren,RIVERSIDE,NPT_gui_complete.csv
ben,be,v%pr_3,The Nun's Priest's Tale 3246,data/riverside_cats/NPT_riv.cat,Or elles if free choys be graunted me,RIVERSIDE,NPT_gui_complete.csv
willen,wol,v%pr_1,The Nun's Priest's Tale 3251,data/riverside_cats/NPT_riv.cat,I wol nat han to do of swich mateere,RIVERSIDE,NPT_gui_complete.csv
haven,han,v%inf,The Nun's Priest's Tale 3251,data/riverside_cats/NPT_riv.cat,I wol nat han to do of swich mateere,RIVERSIDE,NPT_gui_complete.csv
mouen,may,v%pr_pl,The Nun's Priest's Tale 3252,data/riverside_cats/NPT_riv.cat,My tale is of a cok as ye may heere,RIVERSIDE,NPT_gui_complete.csv
mouen,may,v%pr_pl,The Nun's Priest's Tale 3264,data/riverside_cats/NPT_riv.cat,And what they seyn of wommen ye may heere,RIVERSIDE,NPT_gui_complete.csv
connen,kan,v%pr_1,The Nun's Priest's Tale 3266,data/riverside_cats/NPT_riv.cat,I kan noon harm of no womman divyne,RIVERSIDE,NPT_gui_complete.csv
haven,han,v%inf,The Nun's Priest's Tale 3283,data/riverside_cats/NPT_riv.cat,He wolde han fled but that the fox anon,RIVERSIDE,NPT_gui_complete.csv
willen,wol,v%pr_pl,The Nun's Priest's Tale 3284,data/riverside_cats/NPT_riv.cat,Seyde Gentil sire allas wher wol ye gon,RIVERSIDE,NPT_gui_complete.csv
gon,gon,v%inf,The Nun's Priest's Tale 3284,data/riverside_cats/NPT_riv.cat,Seyde Gentil sire allas wher wol ye gon,RIVERSIDE,NPT_gui_complete.csv
ben,am,v%pr_1,The Nun's Priest's Tale 3285,data/riverside_cats/NPT_riv.cat,Be ye affrayed of me that am youre freend,RIVERSIDE,NPT_gui_complete.csv
ben,were,v%pt_1,The Nun's Priest's Tale 3286,data/riverside_cats/NPT_riv.cat,Now certes I were worse than a feend,RIVERSIDE,NPT_gui_complete.csv
ben,am,v%pr_1,The Nun's Priest's Tale 3288,data/riverside_cats/NPT_riv.cat,I am nat come youre conseil for t espye,RIVERSIDE,NPT_gui_complete.csv
willen,wol,v%pr_1,The Nun's Priest's Tale 3299,data/riverside_cats/NPT_riv.cat,But for men speke of syngyng I wol seye,RIVERSIDE,NPT_gui_complete.csv
countrefeten,countrefete,v%inf,The Nun's Priest's Tale 3321,data/riverside_cats/NPT_riv.cat,Lat se konne ye youre fader countrefete,RIVERSIDE,NPT_gui_complete.csv
beten,bete,v%inf,The Nun's Priest's Tale 3322,data/riverside_cats/NPT_riv.cat,This Chauntecleer his wynges gan to bete,RIVERSIDE,NPT_gui_complete.csv
slen,slayn,v%ppl,The Nun's Priest's Tale 3348,data/riverside_cats/NPT_riv.cat,That whan thy worthy kyng Richard was slayn,RIVERSIDE,NPT_gui_complete.csv
slen,slayn,v%ppl,The Nun's Priest's Tale 3352,data/riverside_cats/NPT_riv.cat,For on a Friday soothly slayn was he,RIVERSIDE,NPT_gui_complete.csv
slen,slayn,v%ppl,The Nun's Priest's Tale 3359,data/riverside_cats/NPT_riv.cat,And slayn hym as seith us Eneydos,RIVERSIDE,NPT_gui_complete.csv
haven,had,v%pt_pl,The Nun's Priest's Tale 3361,data/riverside_cats/NPT_riv.cat,Whan they had seyn of Chauntecleer the sighte,RIVERSIDE,NPT_gui_complete.csv
haven,hadde,v%pt_pl,The Nun's Priest's Tale 3365,data/riverside_cats/NPT_riv.cat,And that the Romayns hadde brend Cartage,RIVERSIDE,NPT_gui_complete.csv
slen,slayn,v%ppl,The Nun's Priest's Tale 3373,data/riverside_cats/NPT_riv.cat,Withouten gilt this Nero hath hem slayn,RIVERSIDE,NPT_gui_complete.csv
gon,gon,v%inf,The Nun's Priest's Tale 3378,data/riverside_cats/NPT_riv.cat,And syen the fox toward the grove gon,RIVERSIDE,NPT_gui_complete.csv
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3381,data/riverside_cats/NPT_riv.cat,Ha ha The fox and after hym they ran,RIVERSIDE,NPT_gui_complete.csv
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3385,data/riverside_cats/NPT_riv.cat,Ran cow and calf and eek the verray hogges,RIVERSIDE,NPT_gui_complete.csv
breken,breeke,v%pr_3,The Nun's Priest's Tale 3388,data/riverside_cats/NPT_riv.cat,They ronne so hem thoughte hir herte breeke,RIVERSIDE,NPT_gui_complete.csv
willen,wolde,v%pt_pl,The Nun's Priest's Tale 3390,data/riverside_cats/NPT_riv.cat,The dokes cryden as men wolde hem quelle,RIVERSIDE,NPT_gui_complete.csv
poupen,powped,v%pt_pl,The Nun's Priest's Tale 3399,data/riverside_cats/NPT_riv.cat,Of horn of boon in whiche they blewe and powped,RIVERSIDE,NPT_gui_complete.csv
houpen,howped,v%pt_pl,The Nun's Priest's Tale 3400,data/riverside_cats/NPT_riv.cat,And therwithal they skriked and they howped,RIVERSIDE,NPT_gui_complete.csv
preien,prey,v%pr_1,The Nun's Priest's Tale 3402,data/riverside_cats/NPT_riv.cat,Now goode men I prey yow herkneth alle,RIVERSIDE,NPT_gui_complete.csv
helpen,helpe,v%pr_3,The Nun's Priest's Tale 3408,data/riverside_cats/NPT_riv.cat,Yet sholde I seyn as wys God helpe me,RIVERSIDE,NPT_gui_complete.csv
fallen,falle,v%pr_3,The Nun's Priest's Tale 3410,data/riverside_cats/NPT_riv.cat,A verray pestilence upon yow falle,RIVERSIDE,NPT_gui_complete.csv
ben,am,v%pr_1,The Nun's Priest's Tale 3411,data/riverside_cats/NPT_riv.cat,Now I am come unto the wodes syde,RIVERSIDE,NPT_gui_complete.csv
abiden,abyde,v%inf,The Nun's Priest's Tale 3412,data/riverside_cats/NPT_riv.cat,Maugree youre heed the cok shal heere abyde,RIVERSIDE,NPT_gui_complete.csv
willen,wol,v%pr_1,The Nun's Priest's Tale 3413,data/riverside_cats/NPT_riv.cat,I wol hym ete in feith and that anon,RIVERSIDE,NPT_gui_complete.csv
don,don,v%ppl,The Nun's Priest's Tale 3414,data/riverside_cats/NPT_riv.cat,The fox answerde In feith it shal be don,RIVERSIDE,NPT_gui_complete.csv
gon,gon,v%ppl,The Nun's Priest's Tale 3418,data/riverside_cats/NPT_riv.cat,And whan the fox saugh that the cok was gon,RIVERSIDE,NPT_gui_complete.csv
don,ydoon,v%ppl,The Nun's Priest's Tale 3420,data/riverside_cats/NPT_riv.cat,I have to yow quod he ydoon trespas,RIVERSIDE,NPT_gui_complete.csv
shulen,shal,v%pr_1,The Nun's Priest's Tale 3424,data/riverside_cats/NPT_riv.cat,Com doun and I shal telle yow what I mente,RIVERSIDE,NPT_gui_complete.csv
shulen,shal,v%pr_1,The Nun's Priest's Tale 3425,data/riverside_cats/NPT_riv.cat,I shal seye sooth to yow God help me so,RIVERSIDE,NPT_gui_complete.csv
bigilen,bigyle,v%pr_2,The Nun's Priest's Tale 3428,data/riverside_cats/NPT_riv.cat,If thou bigyle me ofter than ones,RIVERSIDE,NPT_gui_complete.csv
yeven,yeve,v%pr_3,The Nun's Priest's Tale 3433,data/riverside_cats/NPT_riv.cat,Nay quod the fox but God yeve hym meschaunce,RIVERSIDE,NPT_gui_complete.csv
writen,ywrite,v%ppl,The Nun's Priest's Tale 3442,data/riverside_cats/NPT_riv.cat,To oure doctrine it is ywrite ywis,RIVERSIDE,NPT_gui_complete.csv
ben,be,v%pr_3,The Nun's Priest's Tale 3444,data/riverside_cats/NPT_riv.cat,Now goode God if that it be thy wille,RIVERSIDE,NPT_gui_complete.csv
haven,han,v%pr_pl,The Summoner's Prologue 1670,data/riverside_cats/SumPro_riv.cat,Syn ye han herd this false Frere lye,RIVERSIDE,SumPro_gui_complete.csv
mouen,may,v%pr_1,The Summoner's Prologue 1671,data/riverside_cats/SumPro_riv.cat,As suffreth me I may my tale telle,RIVERSIDE,SumPro_gui_complete.csv
haven,han,v%pr_pl,The Summoner's Prologue 1683,data/riverside_cats/SumPro_riv.cat,Now sire quod he han freres swich a grace,RIVERSIDE,SumPro_gui_complete.csv
sheuen,shewe,v%imp,The Summoner's Prologue 1690,data/riverside_cats/SumPro_riv.cat,Shewe forth thyn ers and lat the frere se,RIVERSIDE,SumPro_gui_complete.csv
mouen,may,v%pr_pl,The Summoner's Prologue 1697,data/riverside_cats/SumPro_riv.cat,And comen agayn as faste as they may gon,RIVERSIDE,SumPro_gui_complete.csv
gon,gon,v%inf,The Summoner's Prologue 1697,data/riverside_cats/SumPro_riv.cat,And comen agayn as faste as they may gon,RIVERSIDE,SumPro_gui_complete.csv
saven,save,v%pr_3,The Summoner's Prologue 1707,data/riverside_cats/SumPro_riv.cat,God save yow alle save this cursed Frere,RIVERSIDE,SumPro_gui_complete.csv
parten,parte,v%pr_1,Troilus and Criseyde; Book I 5,data/riverside_cats/TC1_riv.cat,My purpos is er that I parte fro ye,RIVERSIDE,TC1_gui_complete.csv
enditen,endite,v%inf,Troilus and Criseyde; Book I 6,data/riverside_cats/TC1_riv.cat,Thesiphone thow help me for t endite,RIVERSIDE,TC1_gui_complete.csv
writen,write,v%pr_1,Troilus and Criseyde; Book I 7,data/riverside_cats/TC1_riv.cat,Thise woful vers that wepen as I write,RIVERSIDE,TC1_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book I 10,data/riverside_cats/TC1_riv.cat,Help me that am the sorwful instrument,RIVERSIDE,TC1_gui_complete.csv
connen,kan,v%pr_1,Troilus and Criseyde; Book I 11,data/riverside_cats/TC1_riv.cat,That helpeth loveres as I kan to pleyne,RIVERSIDE,TC1_gui_complete.csv
durren,dar,v%pr_1,Troilus and Criseyde; Book I 16,data/riverside_cats/TC1_riv.cat,Ne dar to Love for myn unliklynesse,RIVERSIDE,TC1_gui_complete.csv
don,don,v%inf,Troilus and Criseyde; Book I 19,data/riverside_cats/TC1_riv.cat,But natheles if this may don gladnesse,RIVERSIDE,TC1_gui_complete.csv
haven,have,v%pr_3,Troilus and Criseyde; Book I 21,data/riverside_cats/TC1_riv.cat,Have he my thonk and myn be this travaille,RIVERSIDE,TC1_gui_complete.csv
ben,be,v%pr_3,Troilus and Criseyde; Book I 21,data/riverside_cats/TC1_riv.cat,Have he my thonk and myn be this travaille,RIVERSIDE,TC1_gui_complete.csv
ben,be,v%pr_3,Troilus and Criseyde; Book I 23,data/riverside_cats/TC1_riv.cat,If any drope of pyte in yow be,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 25,data/riverside_cats/TC1_riv.cat,That ye han felt and on the adversite,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 27,data/riverside_cats/TC1_riv.cat,Han felt that Love dorste yow displese,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 28,data/riverside_cats/TC1_riv.cat,Or ye han wonne hym with to gret an ese,RIVERSIDE,TC1_gui_complete.csv
graunten,graunte,v%pr_3,Troilus and Criseyde; Book I 41,data/riverside_cats/TC1_riv.cat,So graunte hem soone owt of this world to pace,RIVERSIDE,TC1_gui_complete.csv
senden,sende,v%pr_3,Troilus and Criseyde; Book I 45,data/riverside_cats/TC1_riv.cat,And sende hem myght hire ladies so to plese,RIVERSIDE,TC1_gui_complete.csv
ben,be,v%pr_3,Troilus and Criseyde; Book I 46,data/riverside_cats/TC1_riv.cat,That it to Love be worship and plesaunce,RIVERSIDE,TC1_gui_complete.csv
preien,prey,v%inf,Troilus and Criseyde; Book I 48,data/riverside_cats/TC1_riv.cat,To prey for hem that Loves servauntz be,RIVERSIDE,TC1_gui_complete.csv
gon,gon,v%inf,Troilus and Criseyde; Book I 53,data/riverside_cats/TC1_riv.cat,For now wil I gon streght to my matere,RIVERSIDE,TC1_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book I 54,data/riverside_cats/TC1_riv.cat,In which ye may the double sorwes here,RIVERSIDE,TC1_gui_complete.csv
wenden,wente,v%pt_pl,Troilus and Criseyde; Book I 58,data/riverside_cats/TC1_riv.cat,In armes with a thousand shippes wente,RIVERSIDE,TC1_gui_complete.csv
stinten,stente,v%pt_pl,Troilus and Criseyde; Book I 60,data/riverside_cats/TC1_riv.cat,Assegeden neigh ten yer er they stente,RIVERSIDE,TC1_gui_complete.csv
don,don,v%ppl_abs,Troilus and Criseyde; Book I 63,data/riverside_cats/TC1_riv.cat,By Paris don they wroughten al hir peyne,RIVERSIDE,TC1_gui_complete.csv
reden,rede,v%inf,Troilus and Criseyde; Book I 83,data/riverside_cats/TC1_riv.cat,In trust that he hath konnynge hem to rede,RIVERSIDE,TC1_gui_complete.csv
dreden,drede,v%inf,Troilus and Criseyde; Book I 84,data/riverside_cats/TC1_riv.cat,In every peril which that is to drede,RIVERSIDE,TC1_gui_complete.csv
reden,rede,v%inf,Troilus and Criseyde; Book I 96,data/riverside_cats/TC1_riv.cat,As she that nyste what was best to rede,RIVERSIDE,TC1_gui_complete.csv
ben,were,v%pt_3,Troilus and Criseyde; Book I 105,data/riverside_cats/TC1_riv.cat,That down were sent in scornynge of nature,RIVERSIDE,TC1_gui_complete.csv
gon,gon,v%inf,Troilus and Criseyde; Book I 117,data/riverside_cats/TC1_riv.cat,And seyde Lat youre fadres treson gon,RIVERSIDE,TC1_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book I 120,data/riverside_cats/TC1_riv.cat,And al th onour that men may don yow have,RIVERSIDE,TC1_gui_complete.csv
don,don,v%inf,Troilus and Criseyde; Book I 120,data/riverside_cats/TC1_riv.cat,And al th onour that men may don yow have,RIVERSIDE,TC1_gui_complete.csv
shulen,shal,v%pr_pl,Troilus and Criseyde; Book I 122,data/riverside_cats/TC1_riv.cat,Ye shul have and youre body shal men save,RIVERSIDE,TC1_gui_complete.csv
holden,holde,v%inf,Troilus and Criseyde; Book I 128,data/riverside_cats/TC1_riv.cat,As til hire honour nede was to holde,RIVERSIDE,TC1_gui_complete.csv
gon,goon,v%inf,Troilus and Criseyde; Book I 133,data/riverside_cats/TC1_riv.cat,I rede it naught therfore I late it goon,RIVERSIDE,TC1_gui_complete.csv
reden,rede,v%inf,Troilus and Criseyde; Book I 147,data/riverside_cats/TC1_riv.cat,Whoso that kan may rede hem as they write,RIVERSIDE,TC1_gui_complete.csv
writen,write,v%pr_pl,Troilus and Criseyde; Book I 147,data/riverside_cats/TC1_riv.cat,Whoso that kan may rede hem as they write,RIVERSIDE,TC1_gui_complete.csv
reden,rede,v%pr_3,Troilus and Criseyde; Book I 159,data/riverside_cats/TC1_riv.cat,In sondry wises shewed as I rede,RIVERSIDE,TC1_gui_complete.csv
holden,holde,v%inf,Troilus and Criseyde; Book I 161,data/riverside_cats/TC1_riv.cat,Palladiones feste for to holde,RIVERSIDE,TC1_gui_complete.csv
sen,seyn,v%ppl,Troilus and Criseyde; Book I 174,data/riverside_cats/TC1_riv.cat,Nas nevere yet seyn thyng to ben preysed derre,RIVERSIDE,TC1_gui_complete.csv
giden,gide,v%inf,Troilus and Criseyde; Book I 183,data/riverside_cats/TC1_riv.cat,This Troilus as he was wont to gide,RIVERSIDE,TC1_gui_complete.csv
ben,were,v%pt_3,Troilus and Criseyde; Book I 226,data/riverside_cats/TC1_riv.cat,Though he a worthy kynges sone were,RIVERSIDE,TC1_gui_complete.csv
binden,bynde,v%inf,Troilus and Criseyde; Book I 237,data/riverside_cats/TC1_riv.cat,That Love is he that alle thing may bynde,RIVERSIDE,TC1_gui_complete.csv
fordon,fordon,v%inf,Troilus and Criseyde; Book I 238,data/riverside_cats/TC1_riv.cat,For may no man fordon the lawe of kynde,RIVERSIDE,TC1_gui_complete.csv
ben,be,v%pr_3,Troilus and Criseyde; Book I 239,data/riverside_cats/TC1_riv.cat,That this be soth hath preved and doth yit,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 241,data/riverside_cats/TC1_riv.cat,Men reden nat that folk han gretter wit,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 242,data/riverside_cats/TC1_riv.cat,Than they that han be most with love ynome,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 247,data/riverside_cats/TC1_riv.cat,For alderwisest han therwith ben plesed,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 248,data/riverside_cats/TC1_riv.cat,And they that han ben aldermost in wo,RIVERSIDE,TC1_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book I 249,data/riverside_cats/TC1_riv.cat,With love han ben comforted moost and esed,RIVERSIDE,TC1_gui_complete.csv
listen,liste,v%pr_3,Troilus and Criseyde; Book I 256,data/riverside_cats/TC1_riv.cat,Syn as hymselven liste he may yow bynde,RIVERSIDE,TC1_gui_complete.csv
binden,bynde,v%inf,Troilus and Criseyde; Book I 256,data/riverside_cats/TC1_riv.cat,Syn as hymselven liste he may yow bynde,RIVERSIDE,TC1_gui_complete.csv
winden,wynde,v%inf,Troilus and Criseyde; Book I 257,data/riverside_cats/TC1_riv.cat,The yerde is bet that bowen wole and wynde,RIVERSIDE,TC1_gui_complete.csv
reden,rede,v%pr_1,Troilus and Criseyde; Book I 258,data/riverside_cats/TC1_riv.cat,Than that that brest and therfore I yow rede,RIVERSIDE,TC1_gui_complete.csv
leden,lede,v%inf,Troilus and Criseyde; Book I 259,data/riverside_cats/TC1_riv.cat,To folowen hym that so wel kan yow lede,RIVERSIDE,TC1_gui_complete.csv
holden,holde,v%inf,Troilus and Criseyde; Book I 263,data/riverside_cats/TC1_riv.cat,Of hym thenke I my tale forth to holde,RIVERSIDE,TC1_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book I 266,data/riverside_cats/TC1_riv.cat,For I it gan I wol therto refere,RIVERSIDE,TC1_gui_complete.csv
mouen,myghte,v%pt_pl,Troilus and Criseyde; Book I 279,data/riverside_cats/TC1_riv.cat,And softe sighed lest men myghte hym here,RIVERSIDE,TC1_gui_complete.csv
lighten,lighte,v%inf,Troilus and Criseyde; Book I 293,data/riverside_cats/TC1_riv.cat,And after that hir lokynge gan she lighte,RIVERSIDE,TC1_gui_complete.csv
ben,be,v%pr_3,Troilus and Criseyde; Book I 308,data/riverside_cats/TC1_riv.cat,Blissed be Love that kan thus folk converte,RIVERSIDE,TC1_gui_complete.csv
converten,converte,v%inf,Troilus and Criseyde; Book I 308,data/riverside_cats/TC1_riv.cat,Blissed be Love that kan thus folk converte,RIVERSIDE,TC1_gui_complete.csv
biholden,biholde,v%inf,Troilus and Criseyde; Book I 310,data/riverside_cats/TC1_riv.cat,Over alle thing he stood for to biholde,RIVERSIDE,TC1_gui_complete.csv
holden,holde,v%inf,Troilus and Criseyde; Book I 313,data/riverside_cats/TC1_riv.cat,But from afer his manere for to holde,RIVERSIDE,TC1_gui_complete.csv
ben,were,v%pt_3,Troilus and Criseyde; Book I 321,data/riverside_cats/TC1_riv.cat,Lest it were wist on any manere syde,RIVERSIDE,TC1_gui_complete.csv
hiden,hide,v%inf,Troilus and Criseyde; Book I 322,data/riverside_cats/TC1_riv.cat,His woo he gan dissimilen and hide,RIVERSIDE,TC1_gui_complete.csv
taken,take,v%imp,Troilus and Criseyde; Book I 344,data/riverside_cats/TC1_riv.cat,But take this that ye loveres ofte eschuwe,RIVERSIDE,TC1_gui_complete.csv
ben,be,v%pr_3,Troilus and Criseyde; Book I 349,data/riverside_cats/TC1_riv.cat,Be wroth than shaltow have a groyn anon,RIVERSIDE,TC1_gui_complete.csv
don,doon,v%inf,Troilus and Criseyde; Book I 356,data/riverside_cats/TC1_riv.cat,For wo was hym that what to doon he nyste,RIVERSIDE,TC1_gui_complete.csv
gon,gon,v%inf,Troilus and Criseyde; Book I 357,data/riverside_cats/TC1_riv.cat,But bad his folk to gon wher that hem liste,RIVERSIDE,TC1_gui_complete.csv
listen,liste,v%pr_3,Troilus and Criseyde; Book I 357,data/riverside_cats/TC1_riv.cat,But bad his folk to gon wher that hem liste,RIVERSIDE,TC1_gui_complete.csv
finden,fynde,v%inf,Troilus and Criseyde; Book I 367,data/riverside_cats/TC1_riv.cat,And that he wel koude in his herte fynde,RIVERSIDE,TC1_gui_complete.csv
