OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE
Nowher so bisy a man as he ther nas,Nowher so bisy a man as he ther nas,uS u Su S u S u S u,11,uS u Sx u S u S u S,10,0,61.25
And yet he semed bisier than he was,And yet he semed bisier than he was,u S u Su Su S u S,10,u S u Sx uSu S u S,10,0,46.30
In termes hadde he caas and domes alle,In termes hadde he caas and domes alle,u Su S u S u Su S,10,u Su Sx u S u Su Sx,10,1,78.14
That from the time of king William were falle,That from the time of king William were falle,u S u S u S uS u S,10,u S u Sx u S uSu xx Sx,10,0,56.82
Therto he coude endite and make a thing,Therto he coude endite and make a thing,uS u S uS u S u S,10,uS u Sx uSx u Sx u S,10,1,77.27
Ther coude no wight pinche at his writing,Ther coude no wight pinche at his writing,u Su S u S u S uS,10,u Su S u Sx u S uS,10,1,54.04
And every statut coude he plein by rote,And every statut coude he plein by rote,u Su Su S u S u S,10,u Su Su Sx u S u Sx,10,1,81.69
He rood but hoomly in a medlee cote,He rood but hoomly in a medlee cote,u S u Su S u Su S,10,u S u Su S u Su Sx,10,1,80.55
Girt with a ceint of silk with barres smale,Girt with a ceint of silk with barres smale,u S u S u S u Su S,10,u S u S u S u Su Sx,10,1,77.14
Of his array telle I no lenger tale,Of his array telle I no lenger tale,u S uS u S u Su S,10,u S uS ux S u Su Sx,10,1,59.38
A Frankelein was in his compaignie,A Frankelein was in his compaignie,u SuS u S u SuS,10,u SuS u S u SuS,10,1,74.63
Whit was his berd as is the dayesie,Whit was his berd as is the dayesie,u S u S u S u Su,9,u S u S u S u SuS,10,0,58.65
Of his complexioun he was sangwin,Of his complexioun he was sangwin,u S uSuS u S uS,10,u S uSuS u S uS,10,1,61.72
Wel loved he amorwe a sope in win,Wel loved he amorwe a sope in win,u Su S uS u S u S,10,u Su S uSx u Sx u S,10,1,68.60
To liven in delit was evere his wone,To liven in delit was evere his wone,u Su S uS u Su S u,11,u Su S uS u Sxx u Sx,10,0,61.29
For he was Epicurus owne sone,For he was Epicurus owne sone,u S u SuSu Su S,10,u S u SuSu Su Sx,10,1,63.65
That heeld opinioun that plein delit,That heeld opinioun that plein delit,u S uSuS u S uS,10,u S uSuS u S uS,10,1,88.20
Was verraily felicitee parfit,Was verraily felicitee parfit,u SuS uSuS uS,10,u SuS uSuS uS,10,1,64.10
An housholdere and that a greet was he,An housholdere and that a greet was he,u SuS u S u S u S,10,u SuSx u S u S u S,10,1,69.58
Seint Julian he was in his contree,Seint Julian he was in his contree,u Su S u S u Su,9,u SuS u S u S uS,10,0,40.51
His breed his ale was alweys after oon,His breed his ale was alweys after oon,u S u S u Su Su S,10,u S u Sx u Su Su S,10,1,82.24
A bettre envined man was nowher noon,A bettre envined man was nowher noon,u S uSu S u Su S,10,u Sx uSu S u Su S,10,1,65.46
Withoute bake mete was nevere his hous,Withoute bake mete was nevere his hous,uSu S u S uS u S,10,uSu Sx ux S uSx u S,10,1,60.46
Of fish and flesh and that so plenteous,Of fish and flesh and that so plenteous,u S u S u S u Su,9,u S u S u S u SuS,10,0,69.04
It snewed in his hous of mete and drinke,It snewed in his hous of mete and drinke,u Su S u S u S u S,10,u Su S u S u Sx u Sx,10,1,76.77
Of alle deintees that men coude thinke,Of alle deintees that men coude thinke,u Su Su S u Su S,10,u Su Su S u Su Sx,10,1,63.21
After the sondry sesons of the yeer,After the sondry sesons of the yeer,uS u Su Su S u S,10,uS u Su Su S u S,10,1,73.11
So chaunged he his mete and his soper,So chaunged he his mete and his soper,u Su S u S u S uS,10,u Su S u Sx u S uS,10,1,58.83
Ful many a fat partrich hadde he in muwe,Ful many a fat partrich hadde he in muwe,u Su S u Su S u S u,11,u Sx u S uS ux S u Sx,10,0,42.24
And many a breem and many a luce in stuwe,And many a breem and many a luce in stuwe,u Su S u S uS u S u S,12,u Sx u S u Sx u Sx u Sx,10,0,67.04
Wo was his cook but if his sauce were,Wo was his cook but if his sauce were,u S u S u S u Su S,10,u S u S u S u Su Sx,10,1,65.44
Poinaunt and sharpe and redy al his gere,Poinaunt and sharpe and redy al his gere,uS u S u Su S u S,10,uS u Sx u Su S u Sx,10,1,88.26
His table dormant in his halle alway,His table dormant in his halle alway,u Su Su S u S uS,10,u Su Su S u Sx uS,10,1,78.89
Stood redy covered al the longe day,Stood redy covered al the longe day,u Su SuS u S u S,10,u Su Sux S u Su S,10,0,67.50
At sessiouns ther was he lord and sire,At sessiouns ther was he lord and sire,u SuSu S u S u S u,11,u SuS u S u S u Sx,10,0,61.82
Ful ofte time he was knight of the shire,Ful ofte time he was knight of the shire,u Su S u S u S u S,10,u Su Sx u S u S u Sx,10,1,63.59
An anlas and a gipser al of silk,An anlas and a gipser al of silk,u Su S u Su S u S,10,u Su S u Su S u S,10,1,80.11
Heng at his girdel whit as morne milk,Heng at his girdel whit as morne milk,u S u Su S u Su S,10,u S u Su S u Su S,10,1,75.06
A shirreve hadde he been and a countour,A shirreve hadde he been and a countour,u Su S u S u S uS,10,u Sux Sx u S u S uS,10,1,76.86
Was nowher such a worthy vavasour,Was nowher such a worthy vavasour,u Su S u Su SuS,10,u Su S u Su SuS,10,1,78.49
An Haberdasshere and a Carpenter,An Haberdasshere and a Carpenter,u SuSu S u SuS,10,u SuSux S u SuS,10,1,80.43
A Webbe a Dyere and a Tapicer,A Webbe a Dyere and a Tapicer,u Su S u S u SuS,10,u Sx u Sux S u SuS,10,0,54.71
Were with us eek clothed in o liveree,Were with us eek clothed in o liveree,u S u S uS u S uSu,11,ux S u S uS u S uxS,10,0,48.87
Of a solempne and greet fraternitee,Of a solempne and greet fraternitee,u S uS u S uSuS,10,u S uSx u S uSuS,10,1,65.33
Ful fresh and newe hir gere apiked was,Ful fresh and newe hir gere apiked was,u S u S u S uSu S,10,u S u Sx u Sx uSu S,10,1,85.41
Hir knives were ychaped noght with bras,Hir knives were ychaped noght with bras,u Su S uSu S u S,10,u Su Sx uSu S u S,10,1,78.80
But al with silver wroght ful clene and wel,But al with silver wroght ful clene and wel,u S u Su S u S u S,10,u S u Su S u Sx u S,10,1,81.12
Hir girdles and hir pouches everydel,Hir girdles and hir pouches everydel,u Su S u Su SuS,10,u Su S u Su SxuS,10,1,80.46
Wel semed ech of hem a fair burgeis,Wel semed ech of hem a fair burgeis,u Su S u S u S uS,10,u Su S u S u S uS,10,1,69.05
To sitten in a yeldhalle on a deis,To sitten in a yeldhalle on a deis,u Su S u Su S u S,10,u Su S u Sux S u S,10,1,82.45
Everich for the wisdom that he can,Everich for the wisdom that he can,uSu S u Su S u S,10,uSu S u Su S u S,10,1,62.53
Was shaply for to been an alderman,Was shaply for to been an alderman,u Su S u S u SuS,10,u Su S u S u SuS,10,1,78.54
For catel hadde they ynogh and rente,For catel hadde they ynogh and rente,u Su Su S uS u S,10,u Su Su S uS u Sx,10,1,63.55
And eek hir wives wolde it wel assente,And eek hir wives wolde it wel assente,u S u Su S u S uS,10,u S u Su Sx u S uSx,10,1,68.18
And elles certein were they to blame,And elles certein were they to blame,u Su Su Su S u S,10,u Su Su Su S u Sx,10,1,72.31
It is ful fair to been yclept ma dame,It is ful fair to been yclept ma dame,u S u S u S uS u S,10,u S u S u S uS u Sx,10,1,81.59
And goon to vigilys al bifore,And goon to vigilys al bifore,u S u SuS u SuS,10,S u S uSu S uSx,9,0,23.39
And have a mantel royalliche ybore,And have a mantel royalliche ybore,u Su S uS uS uS,10,u Sx u Su SuSx uSx,10,0,65.57
A Cook they hadde with hem for the nones,A Cook they hadde with hem for the nones,u S u S u S u S uS,10,u S u Sx u S u S uS,10,1,59.05
To boil the chiknes with the marybones,To boil the chiknes with the marybones,u S u Su S u SuSu,11,u S u Su S u SuSx,10,0,72.29
And poudremarchant tart and galingale,And poudremarchant tart and galingale,u SuSu S u SuS,10,u SuSu S u SuSx,10,1,95.31
Wel coude he knowe a draughte of London ale,Wel coude he knowe a draughte of London ale,u S u S u S u Su S,10,u Sx u Sx u Sx u Su Sx,10,1,72.25
He coude roste and sethe and broille and frye,He coude roste and sethe and broille and frye,u Su S u S u S u S,10,u Su Sx u xx S ux S uS,10,0,34.26
Maken mortreux and wel bake a pye,Maken mortreux and wel bake a pye,uS uS u S uS u S,10,uS uS u S ux S uS,10,0,40.09
But greet harm was it as it thoughte me,But greet harm was it as it thoughte me,u S u S u S u Su S,10,u S u S u S u Su S,10,1,57.65
That on his shine a mormal hadde he,That on his shine a mormal hadde he,u S u Su S uS u S,10,u S u Su S uS ux S,10,1,57.55
For blankmanger that made he with the beste,For blankmanger that made he with the beste,u SuS u S u S u S,10,u SuS u Sx u S u Sx,10,1,70.97
A Shipman was ther woning fer by weste,A Shipman was ther woning fer by weste,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,82.36
For aught I woot he was of Dertemouthe,For aught I woot he was of Dertemouthe,u S u S u S u SuS,10,u S u S u S u SuSx,10,1,73.33
He rood upon a rouncy as he couthe,He rood upon a rouncy as he couthe,u S uS u Su S u S,10,u S uS u Su S u Sx,10,1,72.02
In a gowne of falding to the knee,In a gowne of falding to the knee,u S uS u Su S u S,10,S u Sx u Su S u S,9,0,63.45
A daggere hanginge on a laas hadde he,A daggere hanginge on a laas hadde he,u Su Su S u S u S,10,u Sux Sux S u S ux S,10,1,66.98
Aboute his nekke under his arm adoun,Aboute his nekke under his arm adoun,uS u S uS u S uS,10,uSx u Sx uS u S uS,10,1,87.51
The hote somer maad his hewe al broun,The hote somer maad his hewe al broun,u Su Su S u S u S,10,u Su Su S u Sx u S,10,1,79.27
And certeinly he was a good felawe,And certeinly he was a good felawe,u SuS u S u S uS,10,u SuS u S u S uSx,10,1,79.06
Ful many a draughte of win had he ydrawe,Ful many a draughte of win had he ydrawe,u Su S u S u S u Su,11,u Sx u Sx u S u S uSx,10,0,55.52
Fro Burdeuxward whil that the chapman sleep,Fro Burdeuxward whil that the chapman sleep,u SuS u S u Su S,10,u SuS u S u Su S,10,1,76.49
Of nice conscience took he no keep,Of nice conscience took he no keep,u Su SuS u S u S,10,u Su SuSx u S u S,10,1,59.94
If that he faught and had the hyer hond,If that he faught and had the hyer hond,u S u S u S u S u,9,u S u S u S u Su S,10,0,61.29
By water he sente hem hoom to every lond,By water he sente hem hoom to every lond,u Su S u S u S uS u,11,u Sx u Sx u S u Su S,10,0,57.93
But of his craft to reken wel his tides,But of his craft to reken wel his tides,u S u S u Su S u Su,11,u S u S u Su S u Sx,10,0,70.57
His stremes and his daungers him bisides,His stremes and his daungers him bisides,u Su S u Su S uSu,11,u Su S u Su S uSx,10,0,58.92
His herberwe and his mone his lodmenage,His herberwe and his mone his lodmenage,u Su S u S u SuS,10,u Sux S u Sx u SuSx,10,1,79.36
Ther nas noon swich from Hulle to Cartage,Ther nas noon swich from Hulle to Cartage,u S u S u Su S uS,10,u S u S u Su S uSx,10,1,65.02
Hardy he was and wis to undertake,Hardy he was and wis to undertake,uS u S u S u SuS,10,uS u S u S u SuSx,10,1,86.05
With many a tempest hadde his berd been shake,With many a tempest hadde his berd been shake,u Su S uS u S u S u,11,u Sx u Su Sx u S u Sx,10,0,45.74
He knew wel al the havenes as they were,He knew wel al the havenes as they were,u S u S u SuS u S u,11,u S u S u Sux S u Sx,10,0,53.67
From Gootlond to the cape of Finistere,From Gootlond to the cape of Finistere,u Su S u S u SuS,10,u Su S u Sx u SuSx,10,1,76.79
And every crike in Britaigne and in Spaine,And every crike in Britaigne and in Spaine,u Su S u Su S u S,10,u Su Sx u Sux S u Sx,10,1,75.80
His barge ycleped was the Maudelaine,His barge ycleped was the Maudelaine,u S uSu S u SuS,10,u Sx uSu S u SuSx,10,1,89.33
With us ther was a Doctour of Physik,With us ther was a Doctour of Physik,u S u S u Su S uS,10,u S u S u Su S uS,10,1,70.18
In al this world ne was ther noon him lik,In al this world ne was ther noon him lik,u S u S u S u S u S,10,u S u S u S u S u S,10,1,75.70
To speke of phisik and of surgerie,To speke of phisik and of surgerie,u S u Su S u SuS,10,u Sx u Su S u SuS,10,1,75.49
For he was grounded in astronomie,For he was grounded in astronomie,u S u Su S uSuS,10,u S u Su S uSuS,10,1,62.20
He kepte his pacient a ful greet del,He kepte his pacient a ful greet del,u Su S uS u S u S,10,u Sx u SuS u S u S,10,0,51.41
In houres by his magik naturel,In houres by his magik naturel,u Su S u Su SuS,10,u Su S u Su SuS,10,1,81.82
Wel coude he fortunen the ascendent,Wel coude he fortunen the ascendent,u S u SuS u SuS,10,u Sx u SuS u SuS,10,1,75.64
Of hise images for his pacient,Of hise images for his pacient,u Su SuS u S uS,10,u Su Sux S u SuS,10,0,47.84
He knew the cause of everich maladie,He knew the cause of everich maladie,u S u S u SuS uSu,11,u S u Sx u Sxu SuS,10,0,67.02
Were it of hoot or cold or moiste or drie,Were it of hoot or cold or moiste or drie,u S u S u S u S u S,10,ux S u S u S u Sx u S,10,1,79.05
And where engendred and of what humour,And where engendred and of what humour,u S uSu S u S uS,10,u Sx uSu S u S uS,10,1,73.70
He was a verrey parfit practisour,He was a verrey parfit practisour,u S u Su Su SuS,10,u S u Su Su SuS,10,1,83.59
The cause yknowe and of his harm the rote,The cause yknowe and of his harm the rote,u S uS u S u S u S,10,u Sx uSx u S u S u Sx,10,1,84.69
Anon he yaf the sike man his bote,Anon he yaf the sike man his bote,uS u S u Su S u S,10,uS u S u Su S u Sx,10,1,80.38
Ful redy hadde he hise apothecaries,Ful redy hadde he hise apothecaries,u Su S u S uSuSu,11,u xx Sx u Sx uSuSuS,10,0,43.46
To sende him drogges and his letuaries,To sende him drogges and his letuaries,u S u Su S u SuS,10,u Sx u Sx u S uSuSu,11,0,50.26
For ech of hem made other for to winne,For ech of hem made other for to winne,u S u S u Su S u S,10,u S u S ux Su S u Sx,10,1,58.55
Hir frendshipe nas nat newe to biginne,Hir frendshipe nas nat newe to biginne,u SuS u S u S uS,10,u Sux S u Su S uSx,10,0,50.42
Wel knew he the olde Esculapius,Wel knew he the olde Esculapius,u S u S uS uSuS,10,u S u S ux SuSuS,10,0,38.27
And Deiscorides and eek Rufus,And Deiscorides and eek Rufus,u SuSu S u Su,9,S uSuS u S uS,9,0,32.08
Olde Ypocras Haly and Galien,Olde Ypocras Haly and Galien,uS uSu Su S uS,10,ux SuS uS u SuS,10,0,21.65
Serapion Razis and Avicen,Serapion Razis and Avicen,uSu Su S uSu,9,uSuS uS u SuS,10,0,22.07
Averrois Damascien and Constantin,Averrois Damascien and Constantin,uSu SuS u SuS,10,uSu SuSu S uSu,11,0,27.93
Bernard and Gatesden and Gilbertin,Bernard and Gatesden and Gilbertin,uS u SuS u SuS,10,uS u SuS u SuS,10,1,95.31
Of his diet mesurable was he,Of his diet mesurable was he,u S u SuSu S u,9,     ,0,0,0.00
For it was of no superfluitee,For it was of no superfluitee,u S u S u SuSu,9,S u S u S uSuS,9,0,45.51
But of greet norissing and digestible,But of greet norissing and digestible,u S u SuS u SuS,10,u S u SuS u SuSx,10,1,73.02
His studie was but litel on the Bible,His studie was but litel on the Bible,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,84.38
In sangwin and in pers he clad was al,In sangwin and in pers he clad was al,u Su S u S u S u S,10,u Su S u S u S u S,10,1,57.92
Lined with taffata and with sendal,Lined with taffata and with sendal,uS u SuS u S uS,10,uS u SuS u S uS,10,1,81.38
And yet he was but esy of dispence,And yet he was but esy of dispence,u S u S u Su S uS,10,u S u S u Su S uSx,10,1,73.89
He kepte that he wan in pestilence,He kepte that he wan in pestilence,u Su S u S u SuS,10,u Su S u S u SuSx,10,1,71.07
For gold in phisik is a cordial,For gold in phisik is a cordial,u S u Su S u Su,9,u S u Su S u SuS,10,0,62.28
Therfore he loved gold in special,Therfore he loved gold in special,uSu S uS u S uS,10,uSx u Su S u SuS,10,0,59.33
A good Wif was ther of biside Bathe,A good Wif was ther of biside Bathe,u S u S u S uSu S,10,u S u S u S uSu Sx,10,1,62.25
But she was somdel deef and that was scathe,But she was somdel deef and that was scathe,u S u Su S u S u S,10,u S u Su S u S u Sx,10,1,67.10
Of cloothmaking she hadde swiche an haunt,Of cloothmaking she hadde swiche an haunt,u SuS u Su S u S,10,u SuS u Su Sx u S,10,1,60.72
She passed hem of Ypres and of Gaunt,She passed hem of Ypres and of Gaunt,u Su S u Su S u S,10,u Su S u Su S u S,10,1,70.80
In al the parissh wif ne was ther noon,In al the parissh wif ne was ther noon,u S u Su S u S u S,10,u S u Su S u S u S,10,1,76.92
That to the offring bifore hir sholde goon,That to the offring bifore hir sholde goon,u S u Su Su S u S,10,u S u Su Sux S ux S,10,1,48.36
And if ther did certein so wrooth was she,And if ther did certein so wrooth was she,u S u S uS u S u S,10,u S u S uS u S u S,10,1,66.33
That she was out of alle charitee,That she was out of alle charitee,u S u S u Su SuS,10,u S u S u Su SuS,10,1,61.01
Hir coverchiefs ful fine were of ground,Hir coverchiefs ful fine were of ground,u SuS u Su S u S,10,u SuS u Su Sx u S,10,1,82.81
I dorste swere they weyeden ten pound,I dorste swere they weyeden ten pound,u Su Su S uS u S,10,u Su Su S uSx u S,10,1,77.74
That on a Sonday were upon hir heed,That on a Sonday were upon hir heed,u S u Su S uS u S,10,u S u Su Sx uS u S,10,1,77.47
Hir hosen weren of fin scarlet reed,Hir hosen weren of fin scarlet reed,u Su Su S u Su S,10,u Su Su S u Su S,10,1,78.52
Ful streite yteid and shoos ful moiste and newe,Ful streite yteid and shoos ful moiste and newe,u S uS u S u S u S,10,u Sx uS u S u Sx u Sx,10,1,89.08
Bold was hir face and fair and reed of hewe,Bold was hir face and fair and reed of hewe,u S u S u S u S u S,10,u S u Sx u S u S u Sx,10,1,82.31
She was a worthy womman al hir live,She was a worthy womman al hir live,u S u Su Su S u S,10,u S u Su Su S u Sx,10,1,80.75
Housbondes at chirchedore she hadde five,Housbondes at chirchedore she hadde five,uSu S uSu S u S,10,uSu S uSux S ux Sx,10,1,68.99
Withouten other compaignie in youthe,Withouten other compaignie in youthe,uSu Su SuS u S,10,uSu Su SuS u Sx,10,1,92.07
But therof nedeth nat to speke as nouthe,But therof nedeth nat to speke as nouthe,u Su Su S u S u S,10,u Su Su S u Sx u Sx,10,1,78.55
And thries had she been at Jerusalem,And thries had she been at Jerusalem,u S u S u S uSuS,10,u Su S u S u xSuS,10,0,46.68
She hadde passed many a straunge strem,She hadde passed many a straunge strem,u Su Su Su S u S,10,u Su Su Sx u Su S,10,0,59.00
At Rome she hadde been and at Boloigne,At Rome she hadde been and at Boloigne,u Su S u S u S uS,10,u Su S ux S u S uSx,10,1,63.32
In Galice at Seint Jame and at Coloigne,In Galice at Seint Jame and at Coloigne,u Su S u S u S uS,10,u Sux S u Sx u S uSx,10,1,73.77
She coude muche of wandring by the weye,She coude muche of wandring by the weye,u Su S u Su S u S,10,u Su Sx u Su S u S,10,1,71.02
Gattothed was she soothly for to seye,Gattothed was she soothly for to seye,uSu S u Su S u S,10,uSu S u Su S u S,10,1,75.65
Upon an amblere esily she sat,Upon an amblere esily she sat,uS u Su SuS u S,10,uS u Sux SuS u S,10,1,89.21
Ywimpled wel and on hir heed an hat,Ywimpled wel and on hir heed an hat,uSu S u S u S u S,10,uSu S u S u S u S,10,1,84.80
As brood as is a bokler or a targe,As brood as is a bokler or a targe,u S u S u Su S u S,10,u S u S u Su S u Sx,10,1,77.04
A footmantel aboute hir hipes large,A footmantel aboute hir hipes large,u SuS uS u Su S,10,u SuS uSx u Su Sx,10,1,87.65
And on hir feet a paire of spores sharpe,And on hir feet a paire of spores sharpe,u S u S u S u Su S,10,u S u S u Sx u Su Sx,10,1,87.87
In felawschip wel coud she laughe and carpe,In felawschip wel coud she laughe and carpe,u SuS u S u S u S,10,u SuS u S u Sx u Sx,10,1,79.46
Of remedies of love she knew perchaunce,Of remedies of love she knew perchaunce,u SuS u S u S uS,10,u SxuS u Sx u S uSx,10,1,84.51
For she coude of that art the olde daunce,For she coude of that art the olde daunce,u S uS u S u S u S,10,u S ux S u S u Su Sx,10,0,52.57
A good man was ther of religioun,A good man was ther of religioun,u S u S u S uSuS,10,u S u S u S uSuS,10,1,65.54
And was a povre Parson of a toun,And was a povre Parson of a toun,u S u Su Su S u S,10,u S u Su Su S u S,10,1,76.39
But riche he was of holy thoght and werk,But riche he was of holy thoght and werk,u S u S u Su S u S,10,u Sx u S u Su S u S,10,1,87.10
He was also a lerned man a clerk,He was also a lerned man a clerk,u S uS u Su S u S,10,u S uS u Su S u S,10,1,81.84
That Cristes gospel trewly wolde preche,That Cristes gospel trewly wolde preche,u Su Su Su Su S,10,u Su Su Su Su Sx,10,1,84.64
His parisshens devoutly wolde he teche,His parisshens devoutly wolde he teche,u SuS uSu S u S,10,u SuS uSu Sx u Sx,10,1,81.56
Benigne he was and wonder diligent,Benigne he was and wonder diligent,uS u S u Su SuS,10,uSx u S u Su SuS,10,1,86.57
And in adversitee ful pacient,And in adversitee ful pacient,u S uSuS u Su,9,u S uSuS u SuS,10,0,66.44
And swich he was ypreved ofte sithes,And swich he was ypreved ofte sithes,u S u S uSu S uS,10,u S u S uSu Sx uS,10,1,75.13
Ful looth were him to cursen for his tithes,Ful looth were him to cursen for his tithes,u S u S u Su S u Su,11,u S ux S u Su S u Sx,10,0,62.03
But rather wolde he yeven out of doute,But rather wolde he yeven out of doute,u Su S u Su S u S,10,u Su Sx u Su S u Sx,10,1,78.92
Unto his povre parisshens aboute,Unto his povre parisshens aboute,uS u Su SuS uS,10,uS u Su SuS uSx,10,1,83.25
Of his offring and eek of his substaunce,Of his offring and eek of his substaunce,u S uS u S u S uS,10,u S uS u S u S uSx,10,1,59.63
He coude in litel thing han suffisaunce,He coude in litel thing han suffisaunce,u S u Su S u SuS,10,u Sx u Su S u SuSx,10,1,76.03
Wid was his parisshe and houses fer asonder,Wid was his parisshe and houses fer asonder,u S u Su S uS u SuS,12,u S u Sux S ux S uSx,10,0,52.91
But he ne lafte nat for rein ne thonder,But he ne lafte nat for rein ne thonder,u S u S u S u S uS,10,u S u Sx u S u S uS,10,1,63.88
In sikness nor in meschief to visite,In sikness nor in meschief to visite,u Su S u Su S uS,10,u Su S u Su S uSx,10,1,65.23
The ferreste in his parissh muche and lite,The ferreste in his parissh muche and lite,u Su S u Su S u S,10,u Sux S u Su Sx u Sx,10,1,84.42
Upon his feet and in his hand a staf,Upon his feet and in his hand a staf,uS u S u S u S u S,10,uS u S u S u S u S,10,1,86.36
This noble ensample to his sheep he yaf,This noble ensample to his sheep he yaf,u Su Su S u S u S,10,u Su Sux S u S u S,10,1,63.10
That first he wroghte and afterward he taughte,That first he wroghte and afterward he taughte,u S u S u SuS u S,10,u S u Sx u SuS u Sx,10,1,83.91
Out of the gospel he tho wordes caughte,Out of the gospel he tho wordes caughte,u S u Su S u Su S,10,u S u Su S u Su Sx,10,1,66.79
And this figure he added eek therto,And this figure he added eek therto,u S uS u Su S uS,10,u S uSx u Su S uS,10,1,73.11
That if gold ruste what shal iren do,That if gold ruste what shal iren do,u S u Su S u Su S,10,u S u Su S u Su S,10,1,53.25
For if a preest be foul in whom we truste,For if a preest be foul in whom we truste,u S u S u S u S u S,10,u S u S u S u S u Sx,10,1,69.31
No wonder is a lewed man to ruste,No wonder is a lewed man to ruste,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,77.61
And shame it is if that a preest tak keep,And shame it is if that a preest tak keep,u S u S u S u S u S,10,u Sx u S u S u S u S,10,1,70.85
A shiten shepherde and a clene sheep,A shiten shepherde and a clene sheep,u Su SuS u S u S,10,u Su Sux S u Su S,10,0,63.22
Wel ought a preest ensample for to yive,Wel ought a preest ensample for to yive,u S u S uSu S u S,10,u S u S uSu S u Sx,10,1,69.49
By his clennesse how that his sheep shold live,By his clennesse how that his sheep shold live,u S uS u S u S u S,10,u S uSx u S u S u Sx,10,1,73.74
He sette nat his benefice to hire,He sette nat his benefice to hire,u Su S u SuS u S,10,u Su S u SuSx u Sx,10,1,54.00
And leet his sheep encombred in the mire,And leet his sheep encombred in the mire,u S u S uSu S u S,10,u S u S uSu S u Sx,10,1,85.04
And ran to London unto Seinte Poules,And ran to London unto Seinte Poules,u S u Su Su S uS,10,u S u Su Su Sx uS,10,1,75.65
To seken him a chaunterie for soules,To seken him a chaunterie for soules,u Su S u SuS u Su,11,u Su S u SuS u Sx,10,0,68.03
Or with a bretherhed to been withholde,Or with a bretherhed to been withholde,u S u SuS u S uS,10,u S u SuS u S uSx,10,1,84.67
But dwelte at hoom and kepte wel his folde,But dwelte at hoom and kepte wel his folde,u Su S u S u S u S,10,u Sx u S u Su S u Sx,10,0,67.28
So that the wolf ne made it nat miscarie,So that the wolf ne made it nat miscarie,u S u S u S u S uSu,11,u S u S u Sx u S uSu,11,1,73.56
He was a shepherde and no mercenarie,He was a shepherde and no mercenarie,u S u Su S u SuSu,11,u S u Sux S u SxuS,10,0,50.12
And though he holy were and vertuous,And though he holy were and vertuous,u S u Su Su S uS,10,u S u Su Sx u SuS,10,0,64.60
He was to sinful man nat despitous,He was to sinful man nat despitous,u S u Su S u SuS,10,u S u Su S u SuS,10,1,79.97
Ne of his spech daungerous ne digne,Ne of his spech daungerous ne digne,u S u S uSu S uS,10,S u S u SuS u Sx,9,0,36.30
But in his teching discreet and benigne,But in his teching discreet and benigne,u S u Su Su S uS,10,u S u Su Su S uSx,10,1,68.10
To drawen folk to heven by fairnesse,To drawen folk to heven by fairnesse,u Su S u Su S uS,10,u Su S u Su S uSx,10,1,85.03
By good ensample was his bisinesse,By good ensample was his bisinesse,u S uSu S u SuS,10,u S uSu S u SuSx,10,1,71.80
But it were any persone obstinat,But it were any persone obstinat,u S u Su Su SuS,10,u S ux Su Sux SuS,10,1,65.35
Whatso he were of heigh or lowe estat,Whatso he were of heigh or lowe estat,uS u S u S u S uS,10,uS u Sx u S u Sx uS,10,1,81.14
Him wolde he snibben sharply for the nones,Him wolde he snibben sharply for the nones,u S u Su Su S u Su,11,u Sx u Su Su S u Sx,10,0,62.04
A bettre preest I trow that nowher noon is,A bettre preest I trow that nowher noon is,u S u S u S uS u S,10,u Su S u S u Sx u S,10,0,50.43
He waited after no pompe ne reverence,He waited after no pompe ne reverence,u Su Su S u S uSu,11,u Su Sx u Sx u SuSx,10,0,57.31
Ne maked him a spiced conscience,Ne maked him a spiced conscience,u Su S u Su SuS,10,u Su S u Su SuSx,10,1,85.22
But Cristes lore and hise apostles twelve,But Cristes lore and hise apostles twelve,u Su S u S uSu S,10,u Su Sx u Sx uSu Sx,10,1,90.33
He taught but first he folwed it himselve,He taught but first he folwed it himselve,u S u S u Su S uS,10,u S u S u Su S uSx,10,1,80.15
With him ther was a Plowman was his brother,With him ther was a Plowman was his brother,u S u S u Su S u Su,11,u S u S u Su S u Sx,10,0,64.86
That hadde ylad of dong ful many a fother,That hadde ylad of dong ful many a fother,u S uS u S u Su S uS,12,u Sx uS u S u Sx u Sx,10,0,66.11
A trewe swinkere and a good was he,A trewe swinkere and a good was he,u Su Su S u S u S,10,u Su Sux S u S u S,10,1,57.32
Livinge in pees and parfit charitee,Livinge in pees and parfit charitee,uS u S u Su SuS,10,uSx u S u Su SuS,10,1,88.10
God loved he best with al his hole herte,God loved he best with al his hole herte,u Su S u S u S u S,10,u Su S u S u S ux Sx,10,1,50.11
At alle times thogh him gamed or smerte,At alle times thogh him gamed or smerte,u S uS u S uS u S,10,u Sx uS u S uS u Sx,10,1,64.46
And thanne his neighebour right as himselve,And thanne his neighebour right as himselve,u S u SuS u S uS,10,u Sx u SuS u S uSx,10,1,74.79
He wolde thresshe and therto dike and delve,He wolde thresshe and therto dike and delve,u Su S u Su S u S,10,u Su Sx u Su Sx u Sx,10,1,78.89
